assignment_id,task_id,artist_id,assigned_hours,assignment_date
TA9787,T5852,A123,59.0,2025-12-18
TA9788,T5853,A207,15.25,2025-12-18
TA9789,T5853,A214,29.75,2025-12-18
TA9790,T5854,A291,57.19,2025-11-18
TA9791,T5854,A244,1.81,2025-11-18
TA9792,T5855,A092,13.0,2025-12-07
TA9793,T5856,A202,6.0,2025-12-07
TA9794,T5857,A268,18.0,2025-12-14
TA9795,T5858,A117,28.0,2025-12-16
TA9796,T5859,A124,49.0,2026-01-05
TA9797,T5860,A208,15.21,2025-12-23
TA9798,T5860,A205,26.79,2025-12-23
TA9799,T5861,A238,21.0,2025-12-01
TA9800,T5862,A087,17.99,2025-12-03
TA9801,T5862,A063,28.01,2025-12-03
TA9802,T5863,A211,32.0,2025-12-08
TA9803,T5864,A267,21.0,2025-12-10
TA9804,T5865,A086,30.0,2025-12-20
TA9805,T5866,A137,29.0,2025-12-21
TA9806,T5867,A214,24.0,2025-12-21
TA9807,T5868,A263,40.0,2025-12-20
TA9808,T5869,A213,7.0,2025-12-23
TA9809,T5870,A270,15.0,2025-12-26
TA9810,T5871,A008,22.07,2025-12-21
TA9811,T5871,A009,37.93,2025-12-21
TA9812,T5872,A053,62.0,2025-12-23
TA9813,T5873,A062,13.36,2025-12-23
TA9814,T5873,A107,103.64,2025-12-23
TA9815,T5874,A125,88.1,2025-12-22
TA9816,T5874,A135,25.9,2025-12-22
TA9817,T5875,A156,109.25,2025-12-17
TA9818,T5875,A151,26.75,2025-12-17
TA9819,T5876,A205,34.3,2025-12-13
TA9820,T5876,A202,83.59,2025-12-13
TA9821,T5876,A203,55.04,2025-12-13
TA9822,T5876,A201,0.06,2025-12-13
TA9823,T5877,A250,30.6,2025-12-23
TA9824,T5877,A260,145.4,2025-12-23
TA9825,T5877,A228,15.0,2025-12-23
TA9826,T5878,A216,19.0,2025-11-20
TA9827,T5879,A229,16.0,2025-11-28
TA9828,T5880,A026,68.0,2025-11-07
TA9829,T5881,A048,54.13,2025-10-31
TA9830,T5881,A051,34.22,2025-10-31
TA9831,T5881,A060,12.81,2025-10-31
TA9832,T5881,A054,62.84,2025-10-31
TA9833,T5882,A106,79.0,2025-11-02
TA9834,T5883,A135,0.71,2025-11-09
TA9835,T5883,A123,122.29,2025-11-09
TA9836,T5883,A132,28.81,2025-11-09
TA9837,T5883,A138,20.19,2025-11-09
TA9838,T5884,A144,80.0,2025-11-07
TA9839,T5885,A219,61.52,2025-11-03
TA9840,T5885,A212,87.51,2025-11-03
TA9841,T5885,A209,16.97,2025-11-03
TA9842,T5886,A244,7.34,2025-10-27
TA9843,T5886,A248,43.21,2025-10-27
TA9844,T5886,A257,89.45,2025-10-27
TA9845,T5887,A103,37.0,2026-01-06
TA9846,T5888,A202,31.0,2025-12-22
TA9847,T5889,A258,47.94,2026-01-03
TA9848,T5889,A288,11.06,2026-01-03
TA9849,T5890,A081,18.79,2025-11-04
TA9850,T5890,A074,25.21,2025-11-04
TA9851,T5891,A191,51.0,2025-10-18
TA9852,T5892,A207,31.79,2025-10-30
TA9853,T5892,A219,26.21,2025-10-30
TA9854,T5893,A253,30.08,2025-11-10
TA9855,T5893,A260,15.92,2025-11-10
TA9856,T5894,A012,63.0,2025-12-08
TA9857,T5895,A044,93.0,2025-12-01
TA9858,T5896,A074,59.47,2025-11-22
TA9859,T5896,A066,86.58,2025-11-22
TA9860,T5896,A119,16.57,2025-11-22
TA9861,T5896,A062,19.38,2025-11-22
TA9862,T5897,A134,67.3,2025-11-16
TA9863,T5897,A128,0.7,2025-11-16
TA9864,T5898,A183,1.58,2025-12-04
TA9865,T5898,A158,92.42,2025-12-04
TA9866,T5899,A219,60.86,2025-11-25
TA9867,T5899,A201,1.0,2025-11-25
TA9868,T5899,A212,102.14,2025-11-25
TA9869,T5900,A226,77.8,2025-12-08
TA9870,T5900,A278,5.16,2025-12-08
TA9871,T5900,A243,62.01,2025-12-08
TA9872,T5900,A266,14.03,2025-12-08
TA9873,T5901,A109,27.0,2025-11-25
TA9874,T5902,A134,29.0,2025-12-08
TA9875,T5903,A220,29.0,2025-12-01
TA9876,T5904,A287,52.0,2025-12-02
TA9877,T5905,A003,53.93,2025-12-28
TA9878,T5905,A018,93.03,2025-12-28
TA9879,T5905,A031,25.03,2025-12-28
TA9880,T5906,A057,39.11,2025-12-27
TA9881,T5906,A052,38.78,2025-12-27
TA9882,T5906,A044,119.12,2025-12-27
TA9883,T5907,A092,63.0,2025-12-30
TA9884,T5908,A128,11.47,2025-12-28
TA9885,T5908,A130,4.01,2025-12-28
TA9886,T5908,A127,61.39,2025-12-28
TA9887,T5908,A134,96.13,2025-12-28
TA9888,T5909,A156,43.35,2026-01-03
TA9889,T5909,A162,47.65,2026-01-03
TA9890,T5910,A204,31.94,2026-01-02
TA9891,T5910,A202,8.44,2026-01-02
TA9892,T5910,A219,31.27,2026-01-02
TA9893,T5910,A212,106.35,2026-01-02
TA9894,T5911,A250,39.7,2025-12-28
TA9895,T5911,A275,45.3,2025-12-28
TA9896,T5912,A111,42.0,2025-12-10
TA9897,T5913,A200,3.02,2025-11-14
TA9898,T5913,A155,52.98,2025-11-14
TA9899,T5914,A212,8.69,2025-12-01
TA9900,T5914,A214,47.31,2025-12-01
TA9901,T5915,A272,55.0,2025-11-12
TA9902,T5916,A033,63.0,2026-01-10
TA9903,T5917,A049,4.15,2026-01-04
TA9904,T5917,A051,109.63,2026-01-04
TA9905,T5917,A056,62.23,2026-01-04
TA9906,T5918,A075,21.39,2026-01-07
TA9907,T5918,A089,0.96,2026-01-07
TA9908,T5918,A068,7.31,2026-01-07
TA9909,T5918,A096,165.35,2026-01-07
TA9910,T5919,A125,50.76,2026-01-05
TA9911,T5919,A137,72.24,2026-01-05
TA9912,T5920,A147,12.1,2026-01-06
TA9913,T5920,A148,104.26,2026-01-06
TA9914,T5920,A160,46.63,2026-01-06
TA9915,T5921,A210,85.78,2025-12-31
TA9916,T5921,A207,0.22,2025-12-31
TA9917,T5922,A252,72.27,2025-12-26
TA9918,T5922,A277,43.73,2025-12-26
TA9919,T5923,A001,32.86,2026-01-06
TA9920,T5923,A026,32.14,2026-01-06
TA9921,T5923,A033,9.5,2026-01-06
TA9922,T5923,A003,90.51,2026-01-06
TA9923,T5924,A052,4.63,2025-12-25
TA9924,T5924,A041,87.42,2025-12-25
TA9925,T5924,A051,41.95,2025-12-25
TA9926,T5925,A092,10.41,2025-12-23
TA9927,T5925,A066,41.65,2025-12-23
TA9928,T5925,A074,60.94,2025-12-23
TA9929,T5926,A129,17.88,2025-12-17
TA9930,T5926,A123,65.12,2025-12-17
TA9931,T5927,A169,89.0,2026-01-03
TA9932,T5928,A217,57.73,2025-12-29
TA9933,T5928,A211,99.27,2025-12-29
TA9934,T5929,A263,16.23,2025-12-27
TA9935,T5929,A268,47.77,2025-12-27
TA9936,T5930,A207,11.0,2025-12-05
TA9937,T5931,A285,7.0,2025-11-27
TA9938,T5932,A075,36.0,2025-12-19
TA9939,T5933,A171,49.0,2025-12-20
TA9940,T5934,A216,34.91,2025-12-18
TA9941,T5934,A209,15.09,2025-12-18
TA9942,T5935,A252,42.86,2025-12-18
TA9943,T5935,A298,8.14,2025-12-18
TA9944,T5936,A214,14.0,2025-12-14
TA9945,T5937,A270,13.0,2025-12-12
TA9946,T5938,A096,21.65,2025-10-19
TA9947,T5938,A105,27.35,2025-10-19
TA9948,T5939,A131,7.98,2025-10-21
TA9949,T5939,A127,50.02,2025-10-21
TA9950,T5940,A206,39.24,2025-10-22
TA9951,T5940,A218,4.76,2025-10-22
TA9952,T5941,A296,33.08,2025-10-18
TA9953,T5941,A279,23.92,2025-10-18
TA9954,T5942,A082,34.0,2025-12-10
TA9955,T5943,A212,53.0,2025-12-10
TA9956,T5944,A257,55.0,2025-12-10
TA9957,T5945,A085,34.08,2025-11-30
TA9958,T5945,A113,8.92,2025-11-30
TA9959,T5946,A124,23.0,2025-11-10
TA9960,T5947,A209,21.0,2025-12-01
TA9961,T5948,A255,15.54,2025-11-02
TA9962,T5948,A293,30.46,2025-11-02
TA9963,T5949,A109,49.0,2025-11-11
TA9964,T5950,A194,31.0,2025-11-28
TA9965,T5951,A217,37.0,2025-11-30
TA9966,T5952,A285,41.43,2025-11-29
TA9967,T5952,A269,2.57,2025-11-29
TA9968,T5953,A118,49.0,2026-01-08
TA9969,T5954,A127,51.81,2026-01-04
TA9970,T5954,A140,6.19,2026-01-04
TA9971,T5955,A209,25.0,2025-11-21
TA9972,T5956,A289,35.0,2025-11-11
TA9973,T5957,A204,10.0,2025-12-23
TA9974,T5958,A247,5.0,2025-11-13
TA9975,T5959,A020,36.99,2025-11-07
TA9976,T5959,A004,150.01,2025-11-07
TA9977,T5960,A060,97.0,2025-11-06
TA9978,T5961,A103,58.32,2025-11-05
TA9979,T5961,A089,97.68,2025-11-05
TA9980,T5962,A132,3.88,2025-11-03
TA9981,T5962,A131,62.95,2025-11-03
TA9982,T5962,A139,47.94,2025-11-03
TA9983,T5962,A136,17.23,2025-11-03
TA9984,T5963,A146,67.58,2025-11-07
TA9985,T5963,A175,60.42,2025-11-07
TA9986,T5964,A209,14.05,2025-11-05
TA9987,T5964,A213,22.51,2025-11-05
TA9988,T5964,A220,89.44,2025-11-05
TA9989,T5965,A228,32.37,2025-10-31
TA9990,T5965,A283,109.94,2025-10-31
TA9991,T5965,A255,18.69,2025-10-31
TA9992,T5966,A014,2.23,2026-01-03
TA9993,T5966,A032,40.96,2026-01-03
TA9994,T5966,A031,43.24,2026-01-03
TA9995,T5966,A040,78.58,2026-01-03
TA9996,T5967,A050,46.23,2026-01-14
TA9997,T5967,A054,75.77,2026-01-14
TA9998,T5968,A118,67.09,2026-01-06
TA9999,T5968,A087,27.91,2026-01-06
TA10000,T5969,A136,60.86,2025-12-30
TA10001,T5969,A137,6.14,2025-12-30
TA10002,T5970,A155,109.1,2026-01-11
TA10003,T5970,A164,68.9,2026-01-11
TA10004,T5971,A213,39.08,2026-01-04
TA10005,T5971,A214,113.96,2026-01-04
TA10006,T5971,A202,2.96,2026-01-04
TA10007,T5972,A235,102.94,2026-01-16
TA10008,T5972,A232,87.06,2026-01-16
TA10009,T5973,A093,24.0,2025-11-24
TA10010,T5974,A216,36.0,2025-12-02
TA10011,T5975,A245,52.0,2025-12-05
TA10012,T5976,A024,71.01,2025-12-10
TA10013,T5976,A029,80.34,2025-12-10
TA10014,T5976,A030,6.65,2025-12-10
TA10015,T5977,A043,78.0,2025-11-21
TA10016,T5978,A076,94.23,2025-12-13
TA10017,T5978,A107,77.77,2025-12-13
TA10018,T5979,A129,101.65,2025-11-19
TA10019,T5979,A125,44.35,2025-11-19
TA10020,T5980,A174,3.54,2025-11-23
TA10021,T5980,A160,61.93,2025-11-23
TA10022,T5980,A166,116.53,2025-11-23
TA10023,T5981,A214,21.24,2025-12-26
TA10024,T5981,A210,77.01,2025-12-26
TA10025,T5981,A211,47.25,2025-12-26
TA10026,T5981,A219,13.5,2025-12-26
TA10027,T5982,A251,9.69,2025-11-27
TA10028,T5982,A266,68.66,2025-11-27
TA10029,T5982,A295,39.22,2025-11-27
TA10030,T5982,A247,16.43,2025-11-27
TA10031,T5983,A219,14.0,2025-10-27
TA10032,T5984,A269,15.0,2025-11-03
TA10033,T5985,A081,13.0,2026-01-19
TA10034,T5986,A209,7.0,2026-01-20
TA10035,T5987,A267,18.0,2026-01-28
TA10036,T5988,A116,28.75,2025-08-07
TA10037,T5988,A070,30.25,2025-08-07
TA10038,T5989,A133,51.0,2025-08-03
TA10039,T5990,A214,36.0,2025-08-04
TA10040,T5991,A229,59.0,2025-08-11
TA10041,T5992,A035,4.12,2025-08-28
TA10042,T5992,A033,120.16,2025-08-28
TA10043,T5992,A006,4.79,2025-08-28
TA10044,T5992,A026,47.92,2025-08-28
TA10045,T5993,A046,48.15,2025-08-21
TA10046,T5993,A044,2.95,2025-08-21
TA10047,T5993,A049,22.74,2025-08-21
TA10048,T5993,A052,99.16,2025-08-21
TA10049,T5994,A080,81.0,2025-08-22
TA10050,T5995,A134,92.0,2025-08-27
TA10051,T5996,A185,34.19,2025-08-16
TA10052,T5996,A181,35.7,2025-08-16
TA10053,T5996,A169,56.69,2025-08-16
TA10054,T5996,A155,24.41,2025-08-16
TA10055,T5997,A219,42.26,2025-08-22
TA10056,T5997,A211,12.24,2025-08-22
TA10057,T5997,A205,91.5,2025-08-22
TA10058,T5998,A300,120.36,2025-08-28
TA10059,T5998,A237,28.1,2025-08-28
TA10060,T5998,A231,2.92,2025-08-28
TA10061,T5998,A282,11.62,2025-08-28
TA10062,T5999,A107,36.0,2025-08-14
TA10063,T6000,A140,34.0,2025-08-15
TA10064,T6001,A201,42.0,2025-08-15
TA10065,T6002,A274,54.0,2025-08-14
TA10066,T6003,A089,21.95,2025-08-06
TA10067,T6003,A092,31.05,2025-08-06
TA10068,T6004,A215,21.0,2025-08-15
TA10069,T6005,A269,42.0,2025-08-14
TA10070,T6006,A104,7.0,2025-08-01
TA10071,T6007,A212,18.0,2025-08-10
TA10072,T6008,A225,19.0,2025-08-06
TA10073,T6009,A085,9.0,2025-08-18
TA10074,T6010,A218,15.0,2025-08-18
TA10075,T6011,A252,13.0,2025-08-16
TA10076,T6012,A078,36.0,2025-08-12
TA10077,T6013,A141,36.0,2025-08-18
TA10078,T6014,A208,23.0,2025-08-11
TA10079,T6015,A281,59.0,2025-08-16
TA10080,T6016,A107,22.0,2025-08-05
TA10081,T6017,A157,20.0,2025-08-08
TA10082,T6018,A214,42.0,2025-08-05
TA10083,T6019,A239,32.0,2025-08-07
TA10084,T6020,A120,10.0,2025-08-14
TA10085,T6021,A218,7.0,2025-08-11
TA10086,T6022,A233,11.0,2025-08-12
TA10087,T6023,A035,92.18,2025-08-14
TA10088,T6023,A002,1.82,2025-08-14
TA10089,T6024,A046,54.7,2025-08-12
TA10090,T6024,A057,133.43,2025-08-12
TA10091,T6024,A049,9.87,2025-08-12
TA10092,T6025,A086,61.96,2025-08-12
TA10093,T6025,A091,0.11,2025-08-12
TA10094,T6025,A105,34.31,2025-08-12
TA10095,T6025,A061,31.63,2025-08-12
TA10096,T6026,A135,4.4,2025-08-11
TA10097,T6026,A138,145.93,2025-08-11
TA10098,T6026,A121,28.67,2025-08-11
TA10099,T6027,A172,142.73,2025-08-13
TA10100,T6027,A182,7.75,2025-08-13
TA10101,T6027,A149,38.37,2025-08-13
TA10102,T6027,A191,9.15,2025-08-13
TA10103,T6028,A209,13.06,2025-08-12
TA10104,T6028,A216,18.55,2025-08-12
TA10105,T6028,A201,18.43,2025-08-12
TA10106,T6028,A203,60.96,2025-08-12
TA10107,T6029,A274,41.32,2025-08-11
TA10108,T6029,A270,40.14,2025-08-11
TA10109,T6029,A256,19.54,2025-08-11
TA10110,T6030,A118,41.0,2025-07-30
TA10111,T6031,A183,27.0,2025-08-05
TA10112,T6032,A204,26.0,2025-07-30
TA10113,T6033,A279,23.0,2025-08-05
TA10114,T6034,A078,35.0,2025-08-04
TA10115,T6035,A124,38.0,2025-08-09
TA10116,T6036,A209,48.0,2025-08-09
TA10117,T6037,A226,22.0,2025-08-09
TA10118,T6038,A014,87.06,2025-08-15
TA10119,T6038,A006,25.27,2025-08-15
TA10120,T6038,A016,24.82,2025-08-15
TA10121,T6038,A010,13.84,2025-08-15
TA10122,T6039,A050,73.8,2025-08-21
TA10123,T6039,A042,80.2,2025-08-21
TA10124,T6040,A098,2.33,2025-08-12
TA10125,T6040,A076,90.67,2025-08-12
TA10126,T6041,A128,1.14,2025-08-22
TA10127,T6041,A125,104.37,2025-08-22
TA10128,T6041,A124,13.49,2025-08-22
TA10129,T6042,A156,87.38,2025-08-19
TA10130,T6042,A169,2.02,2025-08-19
TA10131,T6042,A170,65.6,2025-08-19
TA10132,T6043,A209,102.85,2025-08-24
TA10133,T6043,A211,10.82,2025-08-24
TA10134,T6043,A204,16.33,2025-08-24
TA10135,T6044,A277,12.87,2025-08-20
TA10136,T6044,A228,17.22,2025-08-20
TA10137,T6044,A291,3.22,2025-08-20
TA10138,T6044,A230,109.69,2025-08-20
TA10139,T6045,A016,66.0,2025-08-09
TA10140,T6046,A050,89.0,2025-08-19
TA10141,T6047,A075,23.75,2025-08-21
TA10142,T6047,A118,1.14,2025-08-21
TA10143,T6047,A113,74.15,2025-08-21
TA10144,T6047,A111,33.96,2025-08-21
TA10145,T6048,A129,146.27,2025-08-10
TA10146,T6048,A128,33.73,2025-08-10
TA10147,T6049,A186,44.76,2025-08-07
TA10148,T6049,A192,70.24,2025-08-07
TA10149,T6050,A214,154.09,2025-08-11
TA10150,T6050,A212,44.91,2025-08-11
TA10151,T6051,A283,64.25,2025-08-12
TA10152,T6051,A242,40.34,2025-08-12
TA10153,T6051,A290,19.42,2025-08-12
TA10154,T6052,A120,47.0,2025-08-06
TA10155,T6053,A135,39.0,2025-07-27
TA10156,T6054,A206,30.0,2025-08-07
TA10157,T6055,A252,39.68,2025-07-30
TA10158,T6055,A262,3.32,2025-07-30
TA10159,T6056,A067,15.0,2025-08-18
TA10160,T6057,A205,19.0,2025-08-16
TA10161,T6058,A283,17.0,2025-08-18
TA10162,T6059,A093,15.0,2025-08-08
TA10163,T6060,A201,19.0,2025-08-09
TA10164,T6061,A290,17.0,2025-08-08
TA10165,T6062,A016,157.0,2025-08-16
TA10166,T6062,A001,33.0,2025-08-16
TA10167,T6063,A042,4.05,2025-08-13
TA10168,T6063,A055,185.95,2025-08-13
TA10169,T6064,A094,15.5,2025-08-15
TA10170,T6064,A078,87.5,2025-08-15
TA10171,T6065,A137,153.94,2025-08-01
TA10172,T6065,A126,11.06,2025-08-01
TA10173,T6066,A144,77.99,2025-08-08
TA10174,T6066,A158,33.53,2025-08-08
TA10175,T6066,A162,23.48,2025-08-08
TA10176,T6067,A208,21.83,2025-08-11
TA10177,T6067,A204,62.17,2025-08-11
TA10178,T6068,A223,27.86,2025-08-09
TA10179,T6068,A240,41.14,2025-08-09
TA10180,T6069,A004,82.0,2025-08-10
TA10181,T6070,A060,70.0,2025-08-12
TA10182,T6071,A088,87.08,2025-07-28
TA10183,T6071,A068,34.71,2025-07-28
TA10184,T6071,A103,7.21,2025-07-28
TA10185,T6072,A125,14.13,2025-08-01
TA10186,T6072,A136,81.12,2025-08-01
TA10187,T6072,A134,48.75,2025-08-01
TA10188,T6073,A174,49.18,2025-07-28
TA10189,T6073,A187,140.82,2025-07-28
TA10190,T6074,A217,6.87,2025-08-08
TA10191,T6074,A210,106.13,2025-08-08
TA10192,T6075,A272,79.67,2025-08-04
TA10193,T6075,A246,76.33,2025-08-04
TA10194,T6076,A105,5.0,2025-08-03
TA10195,T6077,A212,13.0,2025-08-07
TA10196,T6078,A243,17.0,2025-08-05
TA10197,T6079,A068,55.0,2025-07-28
TA10198,T6080,A218,21.0,2025-07-30
TA10199,T6081,A296,41.0,2025-07-29
TA10200,T6082,A201,13.0,2025-08-02
TA10201,T6083,A238,16.0,2025-07-30
TA10202,T6084,A080,25.0,2025-08-09
TA10203,T6085,A140,33.86,2025-08-09
TA10204,T6085,A132,18.14,2025-08-09
TA10205,T6086,A202,50.0,2025-08-12
TA10206,T6087,A274,37.0,2025-08-10
TA10207,T6088,A202,8.0,2025-08-10
TA10208,T6089,A292,10.0,2025-08-07
TA10209,T6090,A215,17.0,2025-08-19
TA10210,T6091,A281,7.0,2025-08-25
TA10211,T6092,A091,11.0,2025-08-05
TA10212,T6093,A203,15.0,2025-08-05
TA10213,T6094,A261,19.0,2025-08-06
TA10214,T6095,A004,44.96,2025-08-05
TA10215,T6095,A030,71.45,2025-08-05
TA10216,T6095,A024,13.58,2025-08-05
TA10217,T6096,A057,25.85,2025-07-27
TA10218,T6096,A060,36.15,2025-07-27
TA10219,T6097,A094,15.56,2025-08-11
TA10220,T6097,A114,63.74,2025-08-11
TA10221,T6097,A089,25.05,2025-08-11
TA10222,T6097,A069,7.65,2025-08-11
TA10223,T6098,A134,91.0,2025-07-30
TA10224,T6099,A147,96.0,2025-07-25
TA10225,T6100,A206,144.26,2025-08-12
TA10226,T6100,A203,22.74,2025-08-12
TA10227,T6101,A254,14.77,2025-08-02
TA10228,T6101,A293,87.23,2025-08-02
TA10229,T6102,A097,19.0,2025-08-17
TA10230,T6103,A217,10.0,2025-08-18
TA10231,T6104,A235,15.0,2025-08-18
TA10232,T6105,A078,7.0,2025-07-27
TA10233,T6106,A216,11.0,2025-07-27
TA10234,T6107,A222,18.0,2025-07-27
TA10235,T6108,A078,12.0,2025-08-12
TA10236,T6109,A213,15.0,2025-08-03
TA10237,T6110,A272,14.0,2025-08-08
TA10238,T6111,A116,54.43,2025-07-27
TA10239,T6111,A093,4.57,2025-07-27
TA10240,T6112,A209,30.0,2025-08-04
TA10241,T6113,A238,6.04,2025-07-25
TA10242,T6113,A248,47.96,2025-07-25
TA10243,T6114,A220,8.0,2025-08-19
TA10244,T6115,A276,15.0,2025-08-18
TA10245,T6116,A084,33.99,2025-08-20
TA10246,T6116,A096,14.01,2025-08-20
TA10247,T6117,A203,37.0,2025-08-20
TA10248,T6118,A246,30.0,2025-08-17
TA10249,T6119,A066,31.0,2025-08-05
TA10250,T6120,A157,26.0,2025-08-03
TA10251,T6121,A206,51.0,2025-08-03
TA10252,T6122,A282,26.0,2025-08-06
TA10253,T6123,A036,6.03,2025-07-30
TA10254,T6123,A034,33.0,2025-07-30
TA10255,T6123,A038,6.6,2025-07-30
TA10256,T6123,A030,103.37,2025-07-30
TA10257,T6124,A046,130.04,2025-07-29
TA10258,T6124,A048,35.96,2025-07-29
TA10259,T6125,A085,90.0,2025-07-29
TA10260,T6126,A130,12.29,2025-07-28
TA10261,T6126,A133,16.67,2025-07-28
TA10262,T6126,A139,17.46,2025-07-28
TA10263,T6126,A129,54.58,2025-07-28
TA10264,T6127,A192,131.96,2025-07-29
TA10265,T6127,A170,21.6,2025-07-29
TA10266,T6127,A155,14.09,2025-07-29
TA10267,T6127,A175,25.35,2025-07-29
TA10268,T6128,A206,52.58,2025-07-28
TA10269,T6128,A214,37.42,2025-07-28
TA10270,T6129,A275,29.5,2025-07-30
TA10271,T6129,A242,57.49,2025-07-30
TA10272,T6129,A250,33.01,2025-07-30
TA10273,T6130,A063,36.0,2025-08-14
TA10274,T6131,A212,47.24,2025-08-06
TA10275,T6131,A210,6.76,2025-08-06
TA10276,T6132,A245,42.0,2025-08-11
TA10277,T6133,A098,8.0,2025-08-23
TA10278,T6134,A219,16.0,2025-08-21
TA10279,T6135,A252,19.0,2025-08-21
TA10280,T6136,A204,14.0,2025-08-25
TA10281,T6137,A288,6.0,2025-08-25
TA10282,T6138,A088,52.0,2025-08-17
TA10283,T6139,A220,59.0,2025-08-16
TA10284,T6140,A247,53.0,2025-08-17
TA10285,T6141,A009,122.11,2025-08-14
TA10286,T6141,A010,21.89,2025-08-14
TA10287,T6142,A059,63.0,2025-08-12
TA10288,T6143,A067,94.21,2025-08-12
TA10289,T6143,A108,13.81,2025-08-12
TA10290,T6143,A102,8.62,2025-08-12
TA10291,T6143,A116,0.36,2025-08-12
TA10292,T6144,A125,9.04,2025-08-14
TA10293,T6144,A134,110.66,2025-08-14
TA10294,T6144,A135,35.44,2025-08-14
TA10295,T6144,A128,32.86,2025-08-14
TA10296,T6145,A168,88.0,2025-08-13
TA10297,T6146,A204,68.61,2025-08-12
TA10298,T6146,A203,23.04,2025-08-12
TA10299,T6146,A217,18.9,2025-08-12
TA10300,T6146,A208,55.44,2025-08-12
TA10301,T6147,A277,43.39,2025-08-13
TA10302,T6147,A267,0.78,2025-08-13
TA10303,T6147,A235,10.52,2025-08-13
TA10304,T6147,A294,72.3,2025-08-13
TA10305,T6148,A209,13.0,2025-08-22
TA10306,T6149,A297,19.0,2025-08-18
TA10307,T6150,A086,25.0,2025-08-18
TA10308,T6151,A125,28.0,2025-08-17
TA10309,T6152,A218,17.38,2025-08-16
TA10310,T6152,A220,32.62,2025-08-16
TA10311,T6153,A279,29.95,2025-08-19
TA10312,T6153,A269,14.05,2025-08-19
TA10313,T6154,A102,23.0,2025-08-21
TA10314,T6155,A125,23.0,2025-08-21
TA10315,T6156,A220,48.58,2025-08-15
TA10316,T6156,A209,5.42,2025-08-15
TA10317,T6157,A264,34.57,2025-08-22
TA10318,T6157,A266,11.43,2025-08-22
TA10319,T6158,A115,21.0,2025-08-15
TA10320,T6158,A073,27.0,2025-08-15
TA10321,T6159,A149,40.92,2025-08-15
TA10322,T6159,A183,1.08,2025-08-15
TA10323,T6160,A201,27.0,2025-08-16
TA10324,T6161,A273,26.0,2025-08-16
TA10325,T6162,A210,8.0,2025-08-25
TA10326,T6163,A267,17.0,2025-08-26
TA10327,T6164,A065,44.0,2025-08-20
TA10328,T6165,A182,5.59,2025-08-27
TA10329,T6165,A190,51.41,2025-08-27
TA10330,T6166,A205,22.0,2025-08-25
TA10331,T6167,A296,52.0,2025-08-25
TA10332,T6168,A024,85.0,2025-08-14
TA10333,T6169,A050,5.37,2025-08-16
TA10334,T6169,A041,82.63,2025-08-16
TA10335,T6170,A072,35.63,2025-08-17
TA10336,T6170,A113,6.18,2025-08-17
TA10337,T6170,A108,97.2,2025-08-17
TA10338,T6170,A075,22.99,2025-08-17
TA10339,T6171,A138,48.16,2025-08-16
TA10340,T6171,A128,11.84,2025-08-16
TA10341,T6172,A150,88.79,2025-08-16
TA10342,T6172,A155,12.21,2025-08-16
TA10343,T6173,A210,105.26,2025-08-16
TA10344,T6173,A204,38.2,2025-08-16
TA10345,T6173,A203,0.54,2025-08-16
TA10346,T6174,A289,178.25,2025-08-16
TA10347,T6174,A293,14.75,2025-08-16
TA10348,T6175,A076,9.0,2025-08-20
TA10349,T6176,A219,5.0,2025-08-21
TA10350,T6177,A260,16.0,2025-08-22
TA10351,T6178,A067,16.0,2025-08-14
TA10352,T6179,A201,19.0,2025-08-10
TA10353,T6180,A232,9.0,2025-08-10
TA10354,T6181,A087,23.0,2025-08-19
TA10355,T6182,A132,49.0,2025-08-19
TA10356,T6183,A215,57.02,2025-08-16
TA10357,T6183,A207,0.98,2025-08-16
TA10358,T6184,A267,37.0,2025-08-16
TA10359,T6185,A067,37.0,2025-08-15
TA10360,T6186,A122,49.0,2025-08-12
TA10361,T6187,A207,35.0,2025-08-13
TA10362,T6188,A242,23.0,2025-08-18
TA10363,T6189,A108,38.79,2025-08-16
TA10364,T6189,A110,8.21,2025-08-16
TA10365,T6190,A212,44.85,2025-08-16
TA10366,T6190,A220,0.15,2025-08-16
TA10367,T6191,A240,35.77,2025-08-17
TA10368,T6191,A226,7.23,2025-08-17
TA10369,T6192,A085,19.0,2025-08-14
TA10370,T6193,A213,13.0,2025-08-18
TA10371,T6194,A289,18.0,2025-08-19
TA10372,T6195,A103,9.0,2025-08-13
TA10373,T6196,A202,17.0,2025-08-15
TA10374,T6197,A259,6.0,2025-08-17
TA10375,T6198,A065,26.0,2025-08-04
TA10376,T6199,A135,37.0,2025-08-04
TA10377,T6200,A210,31.0,2025-08-09
TA10378,T6201,A243,20.0,2025-08-12
TA10379,T6202,A070,7.0,2025-08-01
TA10380,T6203,A202,6.0,2025-08-09
TA10381,T6204,A233,18.0,2025-08-07
TA10382,T6205,A082,24.0,2025-08-01
TA10383,T6206,A215,26.0,2025-08-02
TA10384,T6207,A290,22.0,2025-08-02
TA10385,T6208,A010,78.4,2025-08-09
TA10386,T6208,A007,56.22,2025-08-09
TA10387,T6208,A022,59.37,2025-08-09
TA10388,T6209,A048,20.94,2025-08-16
TA10389,T6209,A044,110.25,2025-08-16
TA10390,T6209,A051,7.81,2025-08-16
TA10391,T6210,A072,90.56,2025-08-12
TA10392,T6210,A071,11.97,2025-08-12
TA10393,T6210,A087,74.91,2025-08-12
