delivery_id,project_id,sequence_id,shot_id,version,delivery_date,client_status,review_days,final_delivery
D2247,P002,SQ048,SH1310,V001,2024-02-22,Approved,5,True
D2248,P002,SQ048,SH1311,V001,2024-04-02,Rejected,2,False
D2249,P002,SQ048,SH1311,V002,2024-04-04,Approved,5,True
D2250,P002,SQ048,SH1312,V001,2024-01-28,Rejected,3,False
D2251,P002,SQ048,SH1312,V002,2024-01-31,Rejected,4,False
D2252,P002,SQ048,SH1312,V003,2024-02-04,Approved,2,True
D2253,P002,SQ048,SH1313,V001,2024-04-05,Rejected,1,False
D2254,P002,SQ048,SH1313,V002,2024-04-06,Approved,2,True
D2255,P002,SQ048,SH1314,V001,2024-04-04,Rejected,12,False
D2256,P002,SQ048,SH1314,V002,2024-04-16,Rejected,13,False
D2257,P002,SQ048,SH1314,V003,2024-04-29,Rejected,11,False
D2258,P002,SQ048,SH1314,V004,2024-05-10,Approved,6,True
D2259,P002,SQ048,SH1315,V001,2024-03-10,Rejected,2,False
D2260,P002,SQ048,SH1315,V002,2024-03-12,Approved,10,True
D2261,P002,SQ048,SH1316,V001,2024-03-30,Rejected,7,False
D2262,P002,SQ048,SH1316,V002,2024-04-06,Approved,7,True
D2263,P002,SQ048,SH1317,V001,2024-02-12,Rejected,9,False
D2264,P002,SQ048,SH1317,V002,2024-02-21,Rejected,14,False
D2265,P002,SQ048,SH1317,V003,2024-03-06,Rejected,3,False
D2266,P002,SQ048,SH1317,V004,2024-03-09,Approved,5,True
D2267,P002,SQ048,SH1318,V001,2024-03-05,Rejected,2,False
D2268,P002,SQ048,SH1318,V002,2024-03-07,Rejected,2,False
D2269,P002,SQ048,SH1318,V003,2024-03-09,Rejected,4,False
D2270,P002,SQ048,SH1318,V004,2024-03-13,Approved,3,True
D2271,P002,SQ048,SH1319,V001,2024-01-11,Approved,8,True
D2272,P002,SQ048,SH1320,V001,2024-03-20,Rejected,7,False
D2273,P002,SQ048,SH1320,V002,2024-03-27,Approved,10,True
D2274,P002,SQ048,SH1321,V001,2024-03-03,Approved,6,True
D2275,P002,SQ048,SH1322,V001,2024-02-22,Rejected,1,False
D2276,P002,SQ048,SH1322,V002,2024-02-23,Rejected,14,False
D2277,P002,SQ048,SH1322,V003,2024-03-08,Rejected,7,False
D2278,P002,SQ048,SH1322,V004,2024-03-15,Rejected,10,False
D2279,P002,SQ048,SH1322,V005,2024-03-25,Rejected,11,False
D2280,P002,SQ048,SH1322,V006,2024-04-05,Approved,6,True
D2281,P002,SQ048,SH1323,V001,2024-01-21,Approved,12,True
D2282,P002,SQ048,SH1324,V001,2024-02-01,Rejected,5,False
D2283,P002,SQ048,SH1324,V002,2024-02-06,Approved,9,True
D2284,P002,SQ048,SH1325,V001,2024-04-04,Rejected,4,False
D2285,P002,SQ048,SH1325,V002,2024-04-08,Rejected,12,False
D2286,P002,SQ048,SH1325,V003,2024-04-20,Rejected,7,False
D2287,P002,SQ048,SH1325,V004,2024-04-27,Rejected,4,False
D2288,P002,SQ048,SH1325,V005,2024-05-01,Rejected,11,False
D2289,P002,SQ048,SH1325,V006,2024-05-12,Approved,14,True
D2290,P002,SQ048,SH1326,V001,2024-02-24,Approved,12,True
D2291,P002,SQ048,SH1327,V001,2024-02-19,Rejected,6,False
D2292,P002,SQ048,SH1327,V002,2024-02-25,Rejected,1,False
D2293,P002,SQ048,SH1327,V003,2024-02-26,Rejected,7,False
D2294,P002,SQ048,SH1327,V004,2024-03-04,Rejected,2,False
D2295,P002,SQ048,SH1327,V005,2024-03-06,Approved,2,True
D2296,P002,SQ048,SH1328,V001,2024-03-27,Rejected,14,False
D2297,P002,SQ048,SH1328,V002,2024-04-10,Rejected,1,False
D2298,P002,SQ048,SH1328,V003,2024-04-11,Rejected,4,False
D2299,P002,SQ048,SH1328,V004,2024-04-15,Approved,4,True
D2300,P002,SQ048,SH1329,V001,2024-02-22,Rejected,8,False
D2301,P002,SQ048,SH1329,V002,2024-03-01,Rejected,10,False
D2302,P002,SQ048,SH1329,V003,2024-03-11,Approved,4,True
D2303,P002,SQ048,SH1330,V001,2024-03-23,Rejected,4,False
D2304,P002,SQ048,SH1330,V002,2024-03-27,Rejected,8,False
D2305,P002,SQ048,SH1330,V003,2024-04-04,Rejected,10,False
D2306,P002,SQ048,SH1330,V004,2024-04-14,Rejected,4,False
D2307,P002,SQ048,SH1330,V005,2024-04-18,Approved,9,True
D2308,P002,SQ048,SH1331,V001,2024-04-02,Rejected,4,False
D2309,P002,SQ048,SH1331,V002,2024-04-06,Rejected,1,False
D2310,P002,SQ048,SH1331,V003,2024-04-07,Rejected,13,False
D2311,P002,SQ048,SH1331,V004,2024-04-20,Approved,9,True
D2312,P002,SQ048,SH1332,V001,2024-02-14,Approved,4,True
D2313,P002,SQ048,SH1333,V001,2024-04-03,Rejected,11,False
D2314,P002,SQ048,SH1333,V002,2024-04-14,Approved,7,True
D2315,P002,SQ048,SH1334,V001,2024-02-05,Rejected,13,False
D2316,P002,SQ048,SH1334,V002,2024-02-18,Approved,7,True
D2317,P002,SQ048,SH1335,V001,2024-02-02,Approved,11,True
D2318,P002,SQ048,SH1336,V001,2024-03-25,Approved,1,True
D2319,P002,SQ048,SH1337,V001,2024-01-07,Approved,8,True
D2320,P002,SQ048,SH1338,V001,2024-03-10,Rejected,7,False
D2321,P002,SQ048,SH1338,V002,2024-03-17,Approved,3,True
D2322,P002,SQ048,SH1339,V001,2023-12-30,Rejected,4,False
D2323,P002,SQ048,SH1339,V002,2024-01-03,Approved,6,True
D2324,P002,SQ048,SH1340,V001,2024-02-06,Approved,11,True
D2325,P002,SQ048,SH1341,V001,2024-03-20,Approved,1,True
D2326,P002,SQ048,SH1342,V001,2023-12-12,Rejected,7,False
D2327,P002,SQ048,SH1342,V002,2023-12-19,Rejected,2,False
D2328,P002,SQ048,SH1342,V003,2023-12-21,Approved,8,True
D2329,P002,SQ048,SH1343,V001,2024-03-11,Rejected,8,False
D2330,P002,SQ048,SH1343,V002,2024-03-19,Rejected,9,False
D2331,P002,SQ048,SH1343,V003,2024-03-28,Rejected,10,False
D2332,P002,SQ048,SH1343,V004,2024-04-07,Approved,13,True
D2333,P002,SQ048,SH1344,V001,2024-01-14,Rejected,10,False
D2334,P002,SQ048,SH1344,V002,2024-01-24,Rejected,5,False
D2335,P002,SQ048,SH1344,V003,2024-01-29,Approved,4,True
D2336,P002,SQ048,SH1345,V001,2024-02-25,Rejected,11,False
D2337,P002,SQ048,SH1345,V002,2024-03-07,Approved,13,True
D2338,P002,SQ048,SH1346,V001,2024-02-14,Approved,13,True
D2339,P002,SQ048,SH1347,V001,2024-03-22,Rejected,7,False
D2340,P002,SQ048,SH1347,V002,2024-03-29,Approved,11,True
D2341,P002,SQ048,SH1348,V001,2024-03-22,Approved,12,True
D2342,P002,SQ048,SH1349,V001,2024-02-23,Rejected,3,False
D2343,P002,SQ048,SH1349,V002,2024-02-26,Rejected,4,False
D2344,P002,SQ048,SH1349,V003,2024-03-01,Approved,4,True
D2345,P002,SQ048,SH1350,V001,2024-02-12,Approved,5,True
D2346,P002,SQ048,SH1351,V001,2024-03-20,Rejected,1,False
D2347,P002,SQ048,SH1351,V002,2024-03-21,Approved,13,True
D2348,P002,SQ048,SH1352,V001,2024-03-24,Rejected,8,False
D2349,P002,SQ048,SH1352,V002,2024-04-01,Approved,11,True
D2350,P002,SQ048,SH1353,V001,2024-02-22,Approved,7,True
D2351,P002,SQ048,SH1354,V001,2024-02-13,Rejected,8,False
D2352,P002,SQ048,SH1354,V002,2024-02-21,Approved,4,True
D2353,P002,SQ048,SH1355,V001,2024-01-22,Rejected,10,False
D2354,P002,SQ048,SH1355,V002,2024-02-01,Approved,7,True
D2355,P002,SQ048,SH1356,V001,2024-01-26,Rejected,5,False
D2356,P002,SQ048,SH1356,V002,2024-01-31,Rejected,4,False
D2357,P002,SQ048,SH1356,V003,2024-02-04,Approved,12,True
D2358,P002,SQ048,SH1357,V001,2023-12-12,Rejected,9,False
D2359,P002,SQ048,SH1357,V002,2023-12-21,Rejected,14,False
D2360,P002,SQ048,SH1357,V003,2024-01-04,Rejected,14,False
D2361,P002,SQ048,SH1357,V004,2024-01-18,Approved,9,True
D2362,P002,SQ048,SH1358,V001,2023-12-01,Rejected,2,False
D2363,P002,SQ048,SH1358,V002,2023-12-03,Approved,6,True
D2364,P002,SQ048,SH1359,V001,2024-01-16,Rejected,2,False
D2365,P002,SQ048,SH1359,V002,2024-01-18,Rejected,4,False
D2366,P002,SQ048,SH1359,V003,2024-01-22,Approved,2,True
D2367,P002,SQ048,SH1360,V001,2024-01-18,Rejected,4,False
D2368,P002,SQ048,SH1360,V002,2024-01-22,Approved,8,True
D2369,P002,SQ048,SH1361,V001,2024-03-01,Rejected,1,False
D2370,P002,SQ048,SH1361,V002,2024-03-02,Approved,9,True
D2371,P002,SQ048,SH1362,V001,2024-03-08,Rejected,7,False
D2372,P002,SQ048,SH1362,V002,2024-03-15,Rejected,6,False
D2373,P002,SQ048,SH1362,V003,2024-03-21,Approved,4,True
D2374,P002,SQ048,SH1363,V001,2024-04-04,Rejected,9,False
D2375,P002,SQ048,SH1363,V002,2024-04-13,Approved,7,True
D2376,P002,SQ048,SH1364,V001,2024-02-22,Approved,14,True
D2377,P002,SQ048,SH1365,V001,2024-02-20,Rejected,7,False
D2378,P002,SQ048,SH1365,V002,2024-02-27,Rejected,1,False
D2379,P002,SQ048,SH1365,V003,2024-02-28,Approved,12,True
D2380,P002,SQ048,SH1366,V001,2024-04-03,Rejected,10,False
D2381,P002,SQ048,SH1366,V002,2024-04-13,Approved,2,True
D2382,P002,SQ048,SH1367,V001,2024-03-08,Rejected,12,False
D2383,P002,SQ048,SH1367,V002,2024-03-20,Rejected,5,False
D2384,P002,SQ048,SH1367,V003,2024-03-25,Rejected,6,False
D2385,P002,SQ048,SH1367,V004,2024-03-31,Approved,12,True
D2386,P002,SQ048,SH1368,V001,2023-11-29,Rejected,13,False
D2387,P002,SQ048,SH1368,V002,2023-12-12,Approved,12,True
D2388,P002,SQ048,SH1369,V001,2024-01-13,Rejected,5,False
D2389,P002,SQ048,SH1369,V002,2024-01-18,Approved,11,True
D2390,P002,SQ048,SH1370,V001,2024-01-22,Rejected,3,False
D2391,P002,SQ048,SH1370,V002,2024-01-25,Approved,8,True
D2392,P002,SQ048,SH1371,V001,2024-01-06,Approved,12,True
D2393,P002,SQ048,SH1372,V001,2024-01-26,Approved,3,True
D2394,P002,SQ048,SH1373,V001,2024-02-04,Approved,13,True
D2395,P002,SQ048,SH1374,V001,2024-04-02,Approved,2,True
D2396,P002,SQ048,SH1375,V001,2024-03-02,Rejected,1,False
D2397,P002,SQ048,SH1375,V002,2024-03-03,Approved,14,True
D2398,P002,SQ048,SH1376,V001,2024-01-15,Approved,2,True
D2399,P002,SQ048,SH1377,V001,2024-02-14,Rejected,4,False
D2400,P002,SQ048,SH1377,V002,2024-02-18,Approved,2,True
D2401,P002,SQ048,SH1378,V001,2024-02-24,Rejected,9,False
D2402,P002,SQ048,SH1378,V002,2024-03-04,Approved,13,True
D2403,P002,SQ048,SH1379,V001,2024-03-19,Rejected,5,False
D2404,P002,SQ048,SH1379,V002,2024-03-24,Approved,5,True
D2405,P002,SQ048,SH1380,V001,2023-12-26,Rejected,6,False
D2406,P002,SQ048,SH1380,V002,2024-01-01,Rejected,12,False
D2407,P002,SQ048,SH1380,V003,2024-01-13,Approved,13,True
D2408,P002,SQ048,SH1381,V001,2024-03-18,Rejected,6,False
D2409,P002,SQ048,SH1381,V002,2024-03-24,Approved,3,True
D2410,P002,SQ048,SH1382,V001,2024-02-13,Rejected,12,False
D2411,P002,SQ048,SH1382,V002,2024-02-25,Rejected,7,False
D2412,P002,SQ048,SH1382,V003,2024-03-03,Approved,8,True
D2413,P002,SQ048,SH1383,V001,2024-03-17,Rejected,1,False
D2414,P002,SQ048,SH1383,V002,2024-03-18,Approved,14,True
D2415,P002,SQ048,SH1384,V001,2024-01-14,Approved,13,True
D2416,P002,SQ048,SH1385,V001,2023-12-11,Approved,3,True
D2417,P002,SQ048,SH1386,V001,2024-01-17,Rejected,11,False
D2418,P002,SQ048,SH1386,V002,2024-01-28,Approved,6,True
D2419,P002,SQ048,SH1387,V001,2024-02-13,Approved,6,True
D2420,P002,SQ049,SH1388,V001,2024-02-15,Rejected,9,False
D2421,P002,SQ049,SH1388,V002,2024-02-24,Rejected,14,False
D2422,P002,SQ049,SH1388,V003,2024-03-09,Rejected,3,False
D2423,P002,SQ049,SH1388,V004,2024-03-12,Rejected,8,False
D2424,P002,SQ049,SH1388,V005,2024-03-20,Rejected,10,False
D2425,P002,SQ049,SH1388,V006,2024-03-30,Approved,8,True
D2426,P002,SQ049,SH1389,V001,2024-02-19,Rejected,2,False
D2427,P002,SQ049,SH1389,V002,2024-02-21,Rejected,1,False
D2428,P002,SQ049,SH1389,V003,2024-02-22,Rejected,14,False
D2429,P002,SQ049,SH1389,V004,2024-03-07,Approved,1,True
D2430,P002,SQ049,SH1390,V001,2024-03-29,Rejected,13,False
D2431,P002,SQ049,SH1390,V002,2024-04-11,Rejected,11,False
D2432,P002,SQ049,SH1390,V003,2024-04-22,Approved,9,True
D2433,P002,SQ049,SH1391,V001,2024-03-17,Rejected,8,False
D2434,P002,SQ049,SH1391,V002,2024-03-25,Rejected,10,False
D2435,P002,SQ049,SH1391,V003,2024-04-04,Approved,5,True
D2436,P002,SQ049,SH1392,V001,2024-02-15,Rejected,14,False
D2437,P002,SQ049,SH1392,V002,2024-02-29,Rejected,5,False
D2438,P002,SQ049,SH1392,V003,2024-03-05,Rejected,6,False
D2439,P002,SQ049,SH1392,V004,2024-03-11,Approved,7,True
D2440,P002,SQ049,SH1393,V001,2024-03-27,Approved,13,True
D2441,P002,SQ049,SH1394,V001,2024-02-04,Approved,5,True
D2442,P002,SQ049,SH1395,V001,2024-02-14,Approved,8,True
D2443,P002,SQ049,SH1396,V001,2024-02-23,Rejected,14,False
D2444,P002,SQ049,SH1396,V002,2024-03-08,Rejected,7,False
D2445,P002,SQ049,SH1396,V003,2024-03-15,Approved,6,True
D2446,P002,SQ049,SH1397,V001,2024-02-27,Rejected,14,False
D2447,P002,SQ049,SH1397,V002,2024-03-12,Approved,5,True
D2448,P002,SQ049,SH1398,V001,2024-03-17,Rejected,12,False
D2449,P002,SQ049,SH1398,V002,2024-03-29,Approved,8,True
D2450,P002,SQ049,SH1399,V001,2024-03-29,Rejected,9,False
D2451,P002,SQ049,SH1399,V002,2024-04-07,Rejected,9,False
D2452,P002,SQ049,SH1399,V003,2024-04-16,Approved,12,True
D2453,P002,SQ049,SH1400,V001,2024-03-19,Approved,6,True
D2454,P002,SQ049,SH1401,V001,2024-03-10,Rejected,5,False
D2455,P002,SQ049,SH1401,V002,2024-03-15,Rejected,13,False
D2456,P002,SQ049,SH1401,V003,2024-03-28,Rejected,11,False
D2457,P002,SQ049,SH1401,V004,2024-04-08,Approved,5,True
D2458,P002,SQ049,SH1402,V001,2024-03-29,Rejected,1,False
D2459,P002,SQ049,SH1402,V002,2024-03-30,Approved,10,True
D2460,P002,SQ049,SH1403,V001,2024-03-26,Rejected,14,False
D2461,P002,SQ049,SH1403,V002,2024-04-09,Approved,6,True
D2462,P002,SQ049,SH1404,V001,2024-03-11,Approved,9,True
D2463,P002,SQ049,SH1405,V001,2024-02-24,Approved,11,True
D2464,P002,SQ049,SH1406,V001,2024-02-19,Approved,9,True
D2465,P002,SQ049,SH1407,V001,2024-02-20,Rejected,13,False
D2466,P002,SQ049,SH1407,V002,2024-03-04,Approved,2,True
D2467,P002,SQ049,SH1408,V001,2024-02-16,Rejected,1,False
D2468,P002,SQ049,SH1408,V002,2024-02-17,Approved,3,True
D2469,P002,SQ049,SH1409,V001,2024-01-20,Rejected,12,False
D2470,P002,SQ049,SH1409,V002,2024-02-01,Approved,13,True
D2471,P002,SQ049,SH1410,V001,2024-02-29,Rejected,6,False
D2472,P002,SQ049,SH1410,V002,2024-03-06,Approved,9,True
D2473,P002,SQ049,SH1411,V001,2024-03-10,Rejected,2,False
D2474,P002,SQ049,SH1411,V002,2024-03-12,Approved,5,True
D2475,P002,SQ049,SH1412,V001,2024-02-21,Rejected,14,False
D2476,P002,SQ049,SH1412,V002,2024-03-06,Approved,10,True
D2477,P002,SQ049,SH1413,V001,2024-02-14,Rejected,1,False
D2478,P002,SQ049,SH1413,V002,2024-02-15,Rejected,12,False
D2479,P002,SQ049,SH1413,V003,2024-02-27,Rejected,5,False
D2480,P002,SQ049,SH1413,V004,2024-03-03,Rejected,10,False
D2481,P002,SQ049,SH1413,V005,2024-03-13,Rejected,14,False
D2482,P002,SQ049,SH1413,V006,2024-03-27,Approved,14,True
D2483,P002,SQ049,SH1414,V001,2024-02-27,Approved,2,True
D2484,P002,SQ049,SH1415,V001,2024-03-20,Rejected,12,False
D2485,P002,SQ049,SH1415,V002,2024-04-01,Approved,10,True
D2486,P002,SQ049,SH1416,V001,2024-02-02,Approved,9,True
D2487,P002,SQ049,SH1417,V001,2024-02-28,Approved,3,True
D2488,P002,SQ049,SH1418,V001,2024-02-23,Rejected,1,False
D2489,P002,SQ049,SH1418,V002,2024-02-24,Approved,1,True
D2490,P002,SQ049,SH1419,V001,2024-03-27,Approved,2,True
D2491,P002,SQ049,SH1420,V001,2024-02-19,Rejected,2,False
D2492,P002,SQ049,SH1420,V002,2024-02-21,Approved,4,True
D2493,P003,SQ050,SH1421,V001,2025-12-23,Rejected,12,False
D2494,P003,SQ050,SH1421,V002,2026-01-04,Rejected,4,False
D2495,P003,SQ050,SH1421,V003,2026-01-08,Approved,10,True
D2496,P003,SQ050,SH1422,V001,2026-02-23,Rejected,11,False
D2497,P003,SQ050,SH1422,V002,2026-03-06,Rejected,10,False
D2498,P003,SQ050,SH1422,V003,2026-03-16,Rejected,7,False
D2499,P003,SQ050,SH1422,V004,2026-03-23,Rejected,11,False
D2500,P003,SQ050,SH1422,V005,2026-04-03,Approved,4,True
D2501,P003,SQ050,SH1423,V001,2026-02-14,Rejected,4,False
D2502,P003,SQ050,SH1423,V002,2026-02-18,Approved,6,True
D2503,P003,SQ050,SH1424,V001,2026-01-12,Rejected,14,False
D2504,P003,SQ050,SH1424,V002,2026-01-26,Rejected,3,False
D2505,P003,SQ050,SH1424,V003,2026-01-29,Approved,5,True
D2506,P003,SQ050,SH1425,V001,2025-12-07,Rejected,3,False
D2507,P003,SQ050,SH1425,V002,2025-12-10,Rejected,14,False
D2508,P003,SQ050,SH1425,V003,2025-12-24,Rejected,11,False
D2509,P003,SQ050,SH1425,V004,2026-01-04,Approved,8,True
D2510,P003,SQ050,SH1426,V001,2025-12-21,Approved,11,True
D2511,P003,SQ050,SH1427,V001,2026-01-27,Rejected,5,False
D2512,P003,SQ050,SH1427,V002,2026-02-01,Approved,1,True
D2513,P003,SQ050,SH1428,V001,2026-02-03,Approved,11,True
D2514,P003,SQ050,SH1429,V001,2025-12-10,Rejected,3,False
D2515,P003,SQ050,SH1429,V002,2025-12-13,Rejected,5,False
D2516,P003,SQ050,SH1429,V003,2025-12-18,Rejected,10,False
D2517,P003,SQ050,SH1429,V004,2025-12-28,Approved,13,True
D2518,P003,SQ050,SH1430,V001,2026-01-26,Rejected,7,False
D2519,P003,SQ050,SH1430,V002,2026-02-02,Rejected,14,False
D2520,P003,SQ050,SH1430,V003,2026-02-16,Approved,2,True
D2521,P003,SQ050,SH1431,V001,2026-01-31,Rejected,9,False
D2522,P003,SQ050,SH1431,V002,2026-02-09,Approved,9,True
D2523,P003,SQ050,SH1432,V001,2026-01-02,Approved,13,True
D2524,P003,SQ050,SH1433,V001,2026-02-03,Approved,2,True
D2525,P003,SQ050,SH1434,V001,2026-01-18,Rejected,14,False
D2526,P003,SQ050,SH1434,V002,2026-02-01,Rejected,1,False
D2527,P003,SQ050,SH1434,V003,2026-02-02,Rejected,6,False
D2528,P003,SQ050,SH1434,V004,2026-02-08,Approved,4,True
D2529,P003,SQ050,SH1435,V001,2026-02-04,Rejected,10,False
D2530,P003,SQ050,SH1435,V002,2026-02-14,Approved,7,True
D2531,P003,SQ050,SH1436,V001,2026-01-01,Rejected,5,False
D2532,P003,SQ050,SH1436,V002,2026-01-06,Rejected,5,False
D2533,P003,SQ050,SH1436,V003,2026-01-11,Rejected,6,False
D2534,P003,SQ050,SH1436,V004,2026-01-17,Rejected,11,False
D2535,P003,SQ050,SH1436,V005,2026-01-28,Rejected,6,False
D2536,P003,SQ050,SH1436,V006,2026-02-03,Approved,10,True
D2537,P003,SQ050,SH1437,V001,2025-12-28,Approved,3,True
D2538,P003,SQ050,SH1438,V001,2025-12-30,Approved,8,True
D2539,P003,SQ050,SH1439,V001,2026-01-23,Rejected,7,False
D2540,P003,SQ050,SH1439,V002,2026-01-30,Rejected,8,False
D2541,P003,SQ050,SH1439,V003,2026-02-07,Rejected,5,False
D2542,P003,SQ050,SH1439,V004,2026-02-12,Rejected,12,False
D2543,P003,SQ050,SH1439,V005,2026-02-24,Approved,14,True
D2544,P003,SQ050,SH1440,V001,2026-02-02,Rejected,1,False
D2545,P003,SQ050,SH1440,V002,2026-02-03,Rejected,13,False
D2546,P003,SQ050,SH1440,V003,2026-02-16,Rejected,7,False
D2547,P003,SQ050,SH1440,V004,2026-02-23,Approved,9,True
D2548,P003,SQ050,SH1441,V001,2026-02-28,Rejected,14,False
D2549,P003,SQ050,SH1441,V002,2026-03-14,Approved,11,True
D2550,P003,SQ050,SH1442,V001,2026-02-16,Rejected,8,False
D2551,P003,SQ050,SH1442,V002,2026-02-24,Approved,12,True
D2552,P003,SQ050,SH1443,V001,2026-02-26,Rejected,9,False
D2553,P003,SQ050,SH1443,V002,2026-03-07,Rejected,10,False
D2554,P003,SQ050,SH1443,V003,2026-03-17,Rejected,7,False
D2555,P003,SQ050,SH1443,V004,2026-03-24,Rejected,7,False
D2556,P003,SQ050,SH1443,V005,2026-03-31,Rejected,5,False
D2557,P003,SQ050,SH1443,V006,2026-04-05,Approved,7,True
D2558,P003,SQ050,SH1444,V001,2026-02-22,Rejected,3,False
D2559,P003,SQ050,SH1444,V002,2026-02-25,Approved,9,True
D2560,P003,SQ050,SH1445,V001,2026-01-29,Rejected,6,False
D2561,P003,SQ050,SH1445,V002,2026-02-04,Rejected,2,False
D2562,P003,SQ050,SH1445,V003,2026-02-06,Approved,7,True
D2563,P003,SQ050,SH1446,V001,2026-01-06,Rejected,3,False
D2564,P003,SQ050,SH1446,V002,2026-01-09,Rejected,9,False
D2565,P003,SQ050,SH1446,V003,2026-01-18,Approved,8,True
D2566,P003,SQ050,SH1447,V001,2026-02-25,Rejected,9,False
D2567,P003,SQ050,SH1447,V002,2026-03-06,Approved,10,True
D2568,P003,SQ050,SH1448,V001,2025-12-26,Rejected,5,False
D2569,P003,SQ050,SH1448,V002,2025-12-31,Approved,12,True
D2570,P003,SQ050,SH1449,V001,2026-02-15,Rejected,6,False
D2571,P003,SQ050,SH1449,V002,2026-02-21,Approved,2,True
D2572,P003,SQ050,SH1450,V001,2026-01-10,Rejected,11,False
D2573,P003,SQ050,SH1450,V002,2026-01-21,Rejected,13,False
D2574,P003,SQ050,SH1450,V003,2026-02-03,Approved,9,True
D2575,P003,SQ050,SH1451,V001,2026-01-13,Rejected,8,False
D2576,P003,SQ050,SH1451,V002,2026-01-21,Approved,2,True
D2577,P003,SQ050,SH1452,V001,2026-01-27,Rejected,6,False
D2578,P003,SQ050,SH1452,V002,2026-02-02,Rejected,7,False
D2579,P003,SQ050,SH1452,V003,2026-02-09,Approved,12,True
D2580,P003,SQ050,SH1453,V001,2026-01-15,Rejected,4,False
D2581,P003,SQ050,SH1453,V002,2026-01-19,Approved,8,True
D2582,P003,SQ050,SH1454,V001,2026-02-14,Rejected,14,False
D2583,P003,SQ050,SH1454,V002,2026-02-28,Rejected,6,False
D2584,P003,SQ050,SH1454,V003,2026-03-06,Approved,4,True
D2585,P003,SQ050,SH1455,V001,2026-01-23,Rejected,6,False
D2586,P003,SQ050,SH1455,V002,2026-01-29,Approved,11,True
D2587,P003,SQ050,SH1456,V001,2026-02-11,Rejected,1,False
D2588,P003,SQ050,SH1456,V002,2026-02-12,Approved,5,True
D2589,P003,SQ050,SH1457,V001,2026-02-26,Rejected,3,False
D2590,P003,SQ050,SH1457,V002,2026-03-01,Rejected,13,False
D2591,P003,SQ050,SH1457,V003,2026-03-14,Rejected,11,False
D2592,P003,SQ050,SH1457,V004,2026-03-25,Approved,3,True
D2593,P003,SQ050,SH1458,V001,2026-01-29,Rejected,10,False
D2594,P003,SQ050,SH1458,V002,2026-02-08,Approved,1,True
D2595,P003,SQ050,SH1459,V001,2026-01-17,Rejected,12,False
D2596,P003,SQ050,SH1459,V002,2026-01-29,Rejected,7,False
D2597,P003,SQ050,SH1459,V003,2026-02-05,Approved,5,True
D2598,P003,SQ050,SH1460,V001,2026-02-26,Rejected,6,False
D2599,P003,SQ050,SH1460,V002,2026-03-04,Rejected,14,False
D2600,P003,SQ050,SH1460,V003,2026-03-18,Approved,5,True
D2601,P003,SQ050,SH1461,V001,2026-02-06,Rejected,3,False
D2602,P003,SQ050,SH1461,V002,2026-02-09,Rejected,7,False
D2603,P003,SQ050,SH1461,V003,2026-02-16,Approved,7,True
D2604,P003,SQ050,SH1462,V001,2026-01-17,Rejected,3,False
D2605,P003,SQ050,SH1462,V002,2026-01-20,Rejected,13,False
D2606,P003,SQ050,SH1462,V003,2026-02-02,Rejected,14,False
D2607,P003,SQ050,SH1462,V004,2026-02-16,Rejected,13,False
D2608,P003,SQ050,SH1462,V005,2026-03-01,Rejected,12,False
D2609,P003,SQ050,SH1462,V006,2026-03-13,Approved,6,True
D2610,P003,SQ050,SH1463,V001,2026-01-28,Rejected,8,False
D2611,P003,SQ050,SH1463,V002,2026-02-05,Approved,4,True
D2612,P003,SQ050,SH1464,V001,2026-01-01,Rejected,4,False
D2613,P003,SQ050,SH1464,V002,2026-01-05,Rejected,9,False
D2614,P003,SQ050,SH1464,V003,2026-01-14,Rejected,13,False
D2615,P003,SQ050,SH1464,V004,2026-01-27,Rejected,13,False
D2616,P003,SQ050,SH1464,V005,2026-02-09,Rejected,11,False
D2617,P003,SQ050,SH1464,V006,2026-02-20,Approved,12,True
D2618,P003,SQ050,SH1465,V001,2026-01-17,Rejected,7,False
D2619,P003,SQ050,SH1465,V002,2026-01-24,Rejected,12,False
D2620,P003,SQ050,SH1465,V003,2026-02-05,Rejected,10,False
D2621,P003,SQ050,SH1465,V004,2026-02-15,Approved,6,True
D2622,P003,SQ050,SH1466,V001,2026-02-02,Rejected,2,False
D2623,P003,SQ050,SH1466,V002,2026-02-04,Rejected,6,False
D2624,P003,SQ050,SH1466,V003,2026-02-10,Approved,6,True
D2625,P003,SQ050,SH1467,V001,2026-01-04,Approved,10,True
D2626,P003,SQ050,SH1468,V001,2026-01-20,Rejected,10,False
D2627,P003,SQ050,SH1468,V002,2026-01-30,Rejected,4,False
D2628,P003,SQ050,SH1468,V003,2026-02-03,Rejected,2,False
D2629,P003,SQ050,SH1468,V004,2026-02-05,Approved,6,True
D2630,P003,SQ050,SH1469,V001,2026-01-31,Approved,11,True
D2631,P003,SQ050,SH1470,V001,2026-01-14,Rejected,14,False
D2632,P003,SQ050,SH1470,V002,2026-01-28,Approved,7,True
D2633,P003,SQ050,SH1471,V001,2026-01-07,Rejected,9,False
D2634,P003,SQ050,SH1471,V002,2026-01-16,Rejected,13,False
D2635,P003,SQ050,SH1471,V003,2026-01-29,Approved,3,True
D2636,P003,SQ050,SH1472,V001,2025-12-11,Rejected,3,False
D2637,P003,SQ050,SH1472,V002,2025-12-14,Rejected,4,False
D2638,P003,SQ050,SH1472,V003,2025-12-18,Approved,7,True
