render_id,project_id,sequence_id,shot_id,frame_count,render_engine,render_status,render_hours,submission_date,completion_date
R1392,P002,SQ041,SH1066,75,RenderMan,Success,3.17,2023-09-18,2023-09-18
R1393,P002,SQ041,SH1066,75,Arnold,Success,2.27,2023-09-13,2023-09-13
R1394,P002,SQ041,SH1067,469,Arnold,Success,83.12,2023-09-10,2023-09-13
R1395,P002,SQ041,SH1068,286,Arnold,Success,16.16,2023-09-16,2023-09-16
R1396,P002,SQ041,SH1068,286,RenderMan,Success,17.6,2023-09-28,2023-09-28
R1397,P002,SQ041,SH1068,286,Arnold,Success,15.23,2023-09-16,2023-09-16
R1398,P002,SQ041,SH1069,243,V-Ray,Success,16.54,2023-08-28,2023-08-28
R1399,P002,SQ041,SH1069,243,V-Ray,Success,13.64,2023-08-30,2023-08-30
R1400,P002,SQ041,SH1070,241,Arnold,Failed,16.52,2023-09-03,2023-09-03
R1401,P002,SQ041,SH1071,99,V-Ray,Success,3.37,2023-09-21,2023-09-21
R1402,P002,SQ041,SH1072,66,Arnold,Success,1.32,2023-08-20,2023-08-20
R1403,P002,SQ041,SH1072,66,Arnold,Success,2.02,2023-08-28,2023-08-28
R1404,P002,SQ041,SH1073,138,V-Ray,Success,7.02,2023-09-05,2023-09-05
R1405,P002,SQ041,SH1073,138,Arnold,Success,8.36,2023-09-08,2023-09-08
R1406,P002,SQ041,SH1073,138,Arnold,Success,10.2,2023-09-08,2023-09-08
R1407,P002,SQ041,SH1074,110,Arnold,Success,3.03,2023-09-19,2023-09-19
R1408,P002,SQ041,SH1074,110,Arnold,Success,2.43,2023-09-11,2023-09-11
R1409,P002,SQ041,SH1074,110,Arnold,Success,3.04,2023-09-14,2023-09-14
R1410,P002,SQ041,SH1075,202,Arnold,Success,11.5,2023-09-09,2023-09-09
R1411,P002,SQ041,SH1075,202,RenderMan,Success,10.98,2023-09-14,2023-09-14
R1412,P002,SQ041,SH1075,202,V-Ray,Success,16.33,2023-09-11,2023-09-11
R1413,P002,SQ041,SH1076,88,V-Ray,Success,2.79,2023-08-26,2023-08-26
R1414,P002,SQ041,SH1076,88,Arnold,Success,3.65,2023-08-29,2023-08-29
R1415,P002,SQ041,SH1077,228,Arnold,Success,21.3,2023-09-07,2023-09-07
R1416,P002,SQ041,SH1077,228,V-Ray,Success,14.16,2023-09-08,2023-09-08
R1417,P002,SQ041,SH1078,884,Arnold,Success,193.7,2023-08-28,2023-09-05
R1418,P002,SQ041,SH1079,245,Arnold,Success,21.54,2023-09-25,2023-09-25
R1419,P002,SQ041,SH1080,780,Arnold,Failed,144.64,2023-08-23,2023-08-29
R1420,P002,SQ041,SH1081,58,Arnold,Failed,1.78,2023-09-07,2023-09-07
R1421,P002,SQ041,SH1082,220,Arnold,Success,15.97,2023-09-06,2023-09-06
R1422,P002,SQ041,SH1082,220,RenderMan,Success,13.07,2023-08-30,2023-08-30
R1423,P002,SQ041,SH1083,73,Arnold,Success,2.32,2023-09-29,2023-09-29
R1424,P002,SQ041,SH1084,248,V-Ray,Success,24.33,2023-08-25,2023-08-26
R1425,P002,SQ041,SH1084,248,Arnold,Success,13.37,2023-09-07,2023-09-07
R1426,P002,SQ041,SH1085,65,Arnold,Success,1.83,2023-08-18,2023-08-18
R1427,P002,SQ041,SH1086,977,Arnold,Success,108.79,2023-09-16,2023-09-20
R1428,P002,SQ041,SH1086,977,Arnold,Success,187.95,2023-09-22,2023-09-29
R1429,P002,SQ041,SH1086,977,RenderMan,Success,128.4,2023-09-22,2023-09-27
R1430,P002,SQ041,SH1087,403,Arnold,Success,46.58,2023-08-31,2023-09-01
R1431,P002,SQ041,SH1087,403,Arnold,Success,74.41,2023-08-28,2023-08-31
R1432,P002,SQ041,SH1087,403,Arnold,Success,82.96,2023-09-10,2023-09-13
R1433,P002,SQ041,SH1088,789,Arnold,Success,82.99,2023-08-24,2023-08-27
R1434,P002,SQ041,SH1088,789,Arnold,Failed,194.07,2023-08-19,2023-08-27
R1435,P002,SQ041,SH1088,789,V-Ray,Success,161.89,2023-08-15,2023-08-21
R1436,P002,SQ041,SH1089,188,Arnold,Success,9.99,2023-08-22,2023-08-22
R1437,P002,SQ041,SH1089,188,Arnold,Success,16.35,2023-08-30,2023-08-30
R1438,P002,SQ041,SH1089,188,Arnold,Success,12.54,2023-08-20,2023-08-20
R1439,P002,SQ041,SH1090,139,V-Ray,Success,13.26,2023-09-18,2023-09-18
R1440,P002,SQ041,SH1090,139,Arnold,Success,13.1,2023-09-26,2023-09-26
R1441,P002,SQ041,SH1091,167,Arnold,Failed,13.26,2023-09-15,2023-09-15
R1442,P002,SQ041,SH1091,167,Arnold,Success,15.57,2023-09-11,2023-09-11
R1443,P002,SQ041,SH1092,262,Arnold,Success,16.66,2023-09-24,2023-09-24
R1444,P002,SQ041,SH1093,247,Arnold,Success,14.29,2023-08-21,2023-08-21
R1445,P002,SQ041,SH1094,252,Arnold,Success,15.45,2023-09-10,2023-09-10
R1446,P002,SQ041,SH1095,92,V-Ray,Success,4.36,2023-08-30,2023-08-30
R1447,P002,SQ041,SH1095,92,Arnold,Success,2.5,2023-09-01,2023-09-01
R1448,P002,SQ041,SH1095,92,V-Ray,Success,2.87,2023-08-27,2023-08-27
R1449,P002,SQ041,SH1096,132,Arnold,Success,9.27,2023-08-20,2023-08-20
R1450,P002,SQ041,SH1096,132,Arnold,Success,7.1,2023-08-25,2023-08-25
R1451,P002,SQ041,SH1096,132,Arnold,Success,11.45,2023-08-16,2023-08-16
R1452,P002,SQ041,SH1097,906,Arnold,Failed,167.76,2023-08-22,2023-08-28
R1453,P002,SQ041,SH1098,51,Arnold,Success,2.1,2023-09-22,2023-09-22
R1454,P002,SQ041,SH1099,474,Arnold,Success,54.54,2023-09-23,2023-09-25
R1455,P002,SQ041,SH1099,474,V-Ray,Failed,73.01,2023-09-15,2023-09-18
R1456,P002,SQ041,SH1100,54,Arnold,Success,1.62,2023-09-04,2023-09-04
R1457,P002,SQ041,SH1100,54,Arnold,Success,1.7,2023-09-13,2023-09-13
R1458,P002,SQ041,SH1100,54,RenderMan,Success,2.15,2023-09-10,2023-09-10
R1459,P002,SQ041,SH1101,42,Arnold,Success,0.9,2023-08-24,2023-08-24
R1460,P002,SQ041,SH1102,61,Arnold,Success,1.65,2023-09-23,2023-09-23
R1461,P002,SQ041,SH1102,61,V-Ray,Success,2.93,2023-09-16,2023-09-16
R1462,P002,SQ041,SH1103,222,RenderMan,Success,16.31,2023-08-26,2023-08-26
R1463,P002,SQ041,SH1103,222,RenderMan,Success,18.12,2023-08-23,2023-08-23
R1464,P002,SQ041,SH1104,130,V-Ray,Success,7.06,2023-08-30,2023-08-30
R1465,P002,SQ041,SH1105,58,Arnold,Success,1.4,2023-09-17,2023-09-17
R1466,P002,SQ041,SH1105,58,V-Ray,Success,1.8,2023-09-18,2023-09-18
R1467,P002,SQ041,SH1105,58,Arnold,Success,1.82,2023-09-18,2023-09-18
R1468,P002,SQ041,SH1106,698,RenderMan,Success,77.93,2023-09-04,2023-09-07
R1469,P002,SQ041,SH1106,698,V-Ray,Success,73.32,2023-09-06,2023-09-09
R1470,P002,SQ041,SH1106,698,V-Ray,Success,129.74,2023-09-09,2023-09-14
R1471,P002,SQ041,SH1107,250,Arnold,Failed,13.31,2023-09-23,2023-09-23
R1472,P002,SQ041,SH1107,250,V-Ray,Success,23.86,2023-09-16,2023-09-16
R1473,P002,SQ041,SH1108,504,RenderMan,Failed,59.31,2023-08-21,2023-08-23
R1474,P002,SQ041,SH1108,504,V-Ray,Success,109.11,2023-08-30,2023-09-03
R1475,P002,SQ041,SH1109,647,V-Ray,Success,157.6,2023-09-11,2023-09-17
R1476,P002,SQ041,SH1109,647,Arnold,Success,139.58,2023-09-17,2023-09-22
R1477,P002,SQ041,SH1110,159,Arnold,Success,11.89,2023-09-27,2023-09-27
R1478,P002,SQ041,SH1110,159,V-Ray,Success,11.35,2023-09-29,2023-09-29
R1479,P002,SQ041,SH1110,159,Arnold,Success,13.01,2023-09-27,2023-09-27
R1480,P002,SQ041,SH1111,78,Arnold,Success,2.01,2023-09-03,2023-09-03
R1481,P002,SQ041,SH1111,78,Arnold,Failed,2.52,2023-09-09,2023-09-09
R1482,P002,SQ041,SH1111,78,RenderMan,Success,3.61,2023-09-06,2023-09-06
R1483,P002,SQ041,SH1112,129,Arnold,Success,12.59,2023-09-21,2023-09-21
R1484,P002,SQ041,SH1112,129,V-Ray,Success,9.71,2023-09-20,2023-09-20
R1485,P002,SQ041,SH1113,92,Arnold,Success,3.28,2023-08-23,2023-08-23
R1486,P002,SQ041,SH1113,92,Arnold,Success,2.32,2023-08-24,2023-08-24
R1487,P002,SQ041,SH1113,92,V-Ray,Success,2.76,2023-08-27,2023-08-27
R1488,P002,SQ041,SH1114,266,Arnold,Success,18.52,2023-08-28,2023-08-28
R1489,P002,SQ041,SH1114,266,Arnold,Failed,21.4,2023-08-28,2023-08-28
R1490,P002,SQ041,SH1115,163,Arnold,Success,15.5,2023-09-03,2023-09-03
R1491,P002,SQ041,SH1116,75,Arnold,Success,2.0,2023-09-02,2023-09-02
R1492,P002,SQ041,SH1116,75,Arnold,Failed,1.81,2023-09-09,2023-09-09
R1493,P002,SQ041,SH1117,82,Arnold,Success,1.89,2023-09-07,2023-09-07
R1494,P002,SQ041,SH1117,82,V-Ray,Success,3.27,2023-09-07,2023-09-07
R1495,P002,SQ041,SH1117,82,V-Ray,Success,3.17,2023-09-01,2023-09-01
R1496,P002,SQ041,SH1118,204,V-Ray,Success,13.75,2023-09-09,2023-09-09
R1497,P002,SQ041,SH1118,204,Arnold,Failed,16.82,2023-09-06,2023-09-06
R1498,P002,SQ041,SH1118,204,Arnold,Success,14.96,2023-09-01,2023-09-01
R1499,P002,SQ041,SH1119,53,Arnold,Success,2.25,2023-09-23,2023-09-23
R1500,P002,SQ041,SH1119,53,Arnold,Success,1.45,2023-09-24,2023-09-24
R1501,P002,SQ041,SH1120,112,Arnold,Success,3.98,2023-09-27,2023-09-27
R1502,P002,SQ041,SH1121,159,RenderMan,Success,8.55,2023-09-17,2023-09-17
R1503,P002,SQ041,SH1121,159,Arnold,Success,15.38,2023-09-21,2023-09-21
R1504,P002,SQ041,SH1122,116,Arnold,Success,4.27,2023-09-13,2023-09-13
R1505,P002,SQ041,SH1122,116,Arnold,Success,4.8,2023-09-08,2023-09-08
R1506,P002,SQ041,SH1122,116,V-Ray,Success,4.56,2023-09-13,2023-09-13
R1507,P002,SQ041,SH1123,271,Arnold,Success,21.31,2023-09-12,2023-09-12
R1508,P002,SQ041,SH1123,271,Arnold,Success,21.16,2023-09-03,2023-09-03
R1509,P002,SQ041,SH1124,46,RenderMan,Success,2.15,2023-09-14,2023-09-14
R1510,P002,SQ041,SH1125,84,Arnold,Success,4.03,2023-09-20,2023-09-20
R1511,P002,SQ041,SH1125,84,Arnold,Failed,2.53,2023-09-12,2023-09-12
R1512,P002,SQ041,SH1125,84,V-Ray,Success,3.72,2023-09-12,2023-09-12
R1513,P002,SQ041,SH1126,68,V-Ray,Success,1.49,2023-08-25,2023-08-25
R1514,P002,SQ041,SH1126,68,RenderMan,Success,3.1,2023-08-27,2023-08-27
R1515,P002,SQ041,SH1127,144,Arnold,Success,8.68,2023-09-02,2023-09-02
R1516,P002,SQ041,SH1127,144,Arnold,Success,8.49,2023-08-30,2023-08-30
R1517,P002,SQ041,SH1127,144,Arnold,Success,9.21,2023-08-25,2023-08-25
R1518,P002,SQ041,SH1128,195,V-Ray,Success,17.89,2023-09-16,2023-09-16
R1519,P002,SQ041,SH1128,195,V-Ray,Success,10.49,2023-09-28,2023-09-28
R1520,P002,SQ041,SH1129,87,Arnold,Failed,2.01,2023-08-18,2023-08-18
R1521,P002,SQ041,SH1129,87,V-Ray,Success,3.21,2023-08-27,2023-08-27
R1522,P002,SQ041,SH1129,87,Arnold,Success,3.0,2023-08-17,2023-08-17
R1523,P002,SQ041,SH1130,116,RenderMan,Success,2.93,2023-09-21,2023-09-21
R1524,P002,SQ041,SH1130,116,V-Ray,Success,4.12,2023-09-29,2023-09-29
R1525,P002,SQ041,SH1131,57,Arnold,Failed,2.18,2023-09-15,2023-09-15
R1526,P002,SQ041,SH1131,57,V-Ray,Success,1.69,2023-09-09,2023-09-09
R1527,P002,SQ041,SH1131,57,Arnold,Success,1.19,2023-09-14,2023-09-14
R1528,P002,SQ041,SH1132,110,RenderMan,Success,4.83,2023-09-20,2023-09-20
R1529,P002,SQ041,SH1133,634,Arnold,Success,104.69,2023-09-02,2023-09-06
R1530,P002,SQ041,SH1133,634,Arnold,Success,94.58,2023-08-27,2023-08-30
R1531,P002,SQ041,SH1133,634,RenderMan,Success,119.16,2023-09-02,2023-09-06
R1532,P002,SQ041,SH1134,189,V-Ray,Success,12.61,2023-08-24,2023-08-24
R1533,P002,SQ041,SH1134,189,Arnold,Success,14.59,2023-08-24,2023-08-24
R1534,P002,SQ041,SH1134,189,RenderMan,Failed,13.36,2023-09-02,2023-09-02
R1535,P002,SQ041,SH1135,101,V-Ray,Success,2.83,2023-09-12,2023-09-12
R1536,P002,SQ041,SH1135,101,Arnold,Success,3.26,2023-09-16,2023-09-16
R1537,P002,SQ041,SH1136,106,Arnold,Success,4.25,2023-09-15,2023-09-15
R1538,P002,SQ041,SH1136,106,V-Ray,Success,2.75,2023-09-23,2023-09-23
R1539,P002,SQ041,SH1137,95,Arnold,Success,3.03,2023-09-10,2023-09-10
R1540,P002,SQ041,SH1138,52,V-Ray,Success,1.82,2023-09-13,2023-09-13
R1541,P002,SQ041,SH1139,362,RenderMan,Success,57.67,2023-09-04,2023-09-06
R1542,P002,SQ041,SH1139,362,Arnold,Failed,57.2,2023-09-08,2023-09-10
R1543,P002,SQ041,SH1140,647,Arnold,Success,160.38,2023-08-19,2023-08-25
R1544,P002,SQ042,SH1141,206,V-Ray,Success,12.18,2023-12-03,2023-12-03
R1545,P002,SQ042,SH1141,206,Arnold,Failed,13.67,2023-12-10,2023-12-10
R1546,P002,SQ042,SH1141,206,V-Ray,Success,20.29,2023-12-08,2023-12-08
R1547,P002,SQ042,SH1142,166,RenderMan,Success,11.98,2023-10-13,2023-10-13
R1548,P002,SQ042,SH1142,166,Arnold,Success,12.16,2023-10-10,2023-10-10
R1549,P002,SQ042,SH1142,166,RenderMan,Success,10.1,2023-10-10,2023-10-10
R1550,P002,SQ042,SH1143,248,Arnold,Success,21.64,2023-12-11,2023-12-11
R1551,P002,SQ042,SH1144,283,Arnold,Success,16.47,2023-12-02,2023-12-02
R1552,P002,SQ042,SH1144,283,Arnold,Success,27.87,2023-12-04,2023-12-05
R1553,P002,SQ042,SH1145,137,RenderMan,Failed,8.73,2023-10-08,2023-10-08
R1554,P002,SQ042,SH1145,137,V-Ray,Success,13.69,2023-10-05,2023-10-05
R1555,P002,SQ042,SH1146,61,Arnold,Success,1.8,2023-09-13,2023-09-13
R1556,P002,SQ042,SH1147,54,Arnold,Success,1.17,2023-12-18,2023-12-18
R1557,P002,SQ042,SH1147,54,Arnold,Success,2.03,2023-12-12,2023-12-12
R1558,P002,SQ042,SH1147,54,Arnold,Success,2.41,2023-12-23,2023-12-23
R1559,P002,SQ042,SH1148,167,Arnold,Success,16.51,2023-11-18,2023-11-18
R1560,P002,SQ042,SH1148,167,Arnold,Success,10.9,2023-11-23,2023-11-23
R1561,P002,SQ042,SH1148,167,RenderMan,Success,8.58,2023-11-30,2023-11-30
R1562,P002,SQ042,SH1149,228,RenderMan,Success,12.18,2023-10-15,2023-10-15
R1563,P002,SQ042,SH1149,228,Arnold,Success,12.92,2023-10-04,2023-10-04
R1564,P002,SQ042,SH1149,228,Arnold,Success,17.05,2023-10-01,2023-10-01
R1565,P002,SQ042,SH1150,80,Arnold,Success,2.23,2023-11-20,2023-11-20
R1566,P002,SQ042,SH1150,80,V-Ray,Success,3.03,2023-12-03,2023-12-03
R1567,P002,SQ042,SH1150,80,Arnold,Success,2.83,2023-11-24,2023-11-24
R1568,P002,SQ042,SH1151,50,RenderMan,Success,1.39,2023-11-14,2023-11-14
R1569,P002,SQ042,SH1151,50,V-Ray,Success,1.59,2023-11-12,2023-11-12
R1570,P002,SQ042,SH1152,110,Arnold,Success,5.21,2023-10-21,2023-10-21
R1571,P002,SQ042,SH1153,523,Arnold,Success,103.73,2023-09-15,2023-09-19
R1572,P002,SQ042,SH1153,523,V-Ray,Success,129.68,2023-09-25,2023-09-30
R1573,P002,SQ042,SH1154,155,Arnold,Success,8.82,2023-11-17,2023-11-17
R1574,P002,SQ042,SH1154,155,Arnold,Success,13.8,2023-11-22,2023-11-22
R1575,P002,SQ042,SH1155,62,Arnold,Success,1.7,2023-11-25,2023-11-25
R1576,P002,SQ042,SH1155,62,Arnold,Success,2.62,2023-11-21,2023-11-21
R1577,P002,SQ042,SH1156,914,Arnold,Success,133.23,2023-11-09,2023-11-14
R1578,P002,SQ042,SH1157,270,RenderMan,Success,20.74,2024-01-02,2024-01-02
R1579,P002,SQ042,SH1158,222,Arnold,Success,21.01,2023-09-14,2023-09-14
R1580,P002,SQ042,SH1158,222,V-Ray,Success,21.12,2023-09-10,2023-09-10
R1581,P002,SQ042,SH1158,222,V-Ray,Success,19.66,2023-09-23,2023-09-23
R1582,P002,SQ042,SH1159,105,V-Ray,Success,2.19,2023-11-22,2023-11-22
R1583,P002,SQ042,SH1160,62,RenderMan,Success,2.0,2023-11-03,2023-11-03
R1584,P002,SQ042,SH1161,132,Arnold,Success,13.05,2023-10-03,2023-10-03
R1585,P002,SQ042,SH1161,132,Arnold,Success,10.53,2023-09-24,2023-09-24
R1586,P002,SQ042,SH1161,132,Arnold,Success,7.72,2023-09-30,2023-09-30
R1587,P002,SQ042,SH1162,151,Arnold,Success,14.06,2024-01-03,2024-01-03
R1588,P002,SQ042,SH1162,151,Arnold,Success,13.05,2023-12-23,2023-12-23
R1589,P002,SQ042,SH1162,151,Arnold,Success,8.2,2023-12-23,2023-12-23
R1590,P002,SQ042,SH1163,252,V-Ray,Success,23.24,2023-09-25,2023-09-25
R1591,P002,SQ042,SH1163,252,Arnold,Success,12.87,2023-10-03,2023-10-03
R1592,P002,SQ042,SH1164,71,V-Ray,Success,2.59,2023-10-09,2023-10-09
R1593,P002,SQ042,SH1165,114,Arnold,Success,2.78,2023-11-07,2023-11-07
R1594,P002,SQ042,SH1166,64,RenderMan,Success,2.62,2023-11-05,2023-11-05
R1595,P002,SQ042,SH1167,272,Arnold,Success,24.19,2023-10-27,2023-10-28
R1596,P002,SQ042,SH1168,102,Arnold,Success,3.41,2023-11-07,2023-11-07
R1597,P002,SQ042,SH1169,554,Arnold,Success,73.83,2023-10-27,2023-10-30
R1598,P002,SQ042,SH1169,554,Arnold,Success,57.49,2023-10-21,2023-10-23
R1599,P002,SQ042,SH1170,58,Arnold,Success,2.17,2023-09-26,2023-09-26
R1600,P002,SQ042,SH1170,58,RenderMan,Success,1.55,2023-09-30,2023-09-30
R1601,P002,SQ042,SH1170,58,RenderMan,Success,1.93,2023-09-29,2023-09-29
R1602,P002,SQ042,SH1171,98,Arnold,Success,4.45,2023-12-03,2023-12-03
R1603,P002,SQ042,SH1171,98,Arnold,Failed,4.81,2023-12-07,2023-12-07
R1604,P002,SQ042,SH1172,117,Arnold,Success,3.75,2023-09-18,2023-09-18
R1605,P002,SQ042,SH1173,98,RenderMan,Success,2.74,2023-11-01,2023-11-01
R1606,P002,SQ042,SH1173,98,Arnold,Success,3.54,2023-10-31,2023-10-31
R1607,P002,SQ042,SH1174,70,Arnold,Failed,3.21,2023-12-21,2023-12-21
R1608,P002,SQ042,SH1174,70,V-Ray,Success,1.56,2023-12-22,2023-12-22
R1609,P002,SQ043,SH1175,74,RenderMan,Success,1.81,2024-02-18,2024-02-18
R1610,P002,SQ043,SH1175,74,RenderMan,Success,1.7,2024-02-20,2024-02-20
R1611,P002,SQ043,SH1175,74,Arnold,Success,3.5,2024-02-11,2024-02-11
R1612,P002,SQ043,SH1176,106,Arnold,Success,4.4,2024-02-13,2024-02-13
R1613,P002,SQ043,SH1176,106,Arnold,Success,4.39,2024-02-18,2024-02-18
R1614,P002,SQ043,SH1176,106,Arnold,Success,4.68,2024-02-15,2024-02-15
R1615,P002,SQ043,SH1177,253,V-Ray,Success,17.89,2023-12-31,2023-12-31
R1616,P002,SQ043,SH1177,253,Arnold,Success,19.21,2023-12-23,2023-12-23
R1617,P002,SQ043,SH1178,179,V-Ray,Success,15.38,2023-11-03,2023-11-03
R1618,P002,SQ043,SH1179,94,Arnold,Success,2.34,2023-12-08,2023-12-08
R1619,P002,SQ043,SH1179,94,Arnold,Success,2.18,2023-12-17,2023-12-17
R1620,P002,SQ043,SH1180,216,V-Ray,Success,15.35,2023-11-26,2023-11-26
R1621,P002,SQ043,SH1181,865,V-Ray,Success,107.31,2024-02-21,2024-02-25
R1622,P002,SQ043,SH1182,78,RenderMan,Success,2.43,2023-12-01,2023-12-01
R1623,P002,SQ043,SH1182,78,Arnold,Success,3.42,2023-11-26,2023-11-26
R1624,P002,SQ043,SH1182,78,RenderMan,Success,1.57,2023-11-30,2023-11-30
R1625,P002,SQ043,SH1183,185,Arnold,Success,16.1,2024-03-05,2024-03-05
R1626,P002,SQ043,SH1184,112,V-Ray,Success,2.78,2024-01-24,2024-01-24
R1627,P002,SQ043,SH1184,112,RenderMan,Success,5.43,2024-01-17,2024-01-17
R1628,P002,SQ043,SH1184,112,Arnold,Failed,2.64,2024-01-17,2024-01-17
R1629,P002,SQ043,SH1185,49,Arnold,Success,1.33,2024-01-31,2024-01-31
R1630,P002,SQ043,SH1185,49,Arnold,Success,2.33,2024-02-07,2024-02-07
R1631,P002,SQ043,SH1185,49,Arnold,Success,1.87,2024-01-31,2024-01-31
R1632,P002,SQ043,SH1186,964,Arnold,Failed,155.71,2023-11-10,2023-11-16
R1633,P002,SQ043,SH1186,964,V-Ray,Success,148.28,2023-11-02,2023-11-08
R1634,P002,SQ043,SH1187,106,V-Ray,Success,3.37,2023-10-25,2023-10-25
R1635,P002,SQ043,SH1187,106,Arnold,Failed,3.55,2023-11-01,2023-11-01
R1636,P002,SQ043,SH1188,142,RenderMan,Success,12.13,2023-12-26,2023-12-26
R1637,P002,SQ044,SH1189,65,V-Ray,Success,3.18,2024-03-22,2024-03-22
R1638,P002,SQ044,SH1190,204,V-Ray,Success,18.54,2024-02-10,2024-02-10
R1639,P002,SQ044,SH1191,114,Arnold,Success,5.37,2024-02-14,2024-02-14
R1640,P002,SQ044,SH1191,114,Arnold,Success,4.95,2024-02-06,2024-02-06
R1641,P002,SQ044,SH1191,114,Arnold,Success,5.29,2024-02-14,2024-02-14
R1642,P002,SQ044,SH1192,162,Arnold,Failed,14.81,2024-03-16,2024-03-16
R1643,P002,SQ044,SH1192,162,Arnold,Failed,13.09,2024-03-11,2024-03-11
R1644,P002,SQ044,SH1192,162,Arnold,Success,9.01,2024-03-05,2024-03-05
R1645,P002,SQ044,SH1193,398,Arnold,Failed,53.38,2024-03-14,2024-03-16
R1646,P002,SQ044,SH1193,398,V-Ray,Success,70.71,2024-03-09,2024-03-11
R1647,P002,SQ044,SH1194,268,V-Ray,Success,14.2,2024-02-12,2024-02-12
R1648,P002,SQ044,SH1195,195,Arnold,Success,11.72,2024-02-20,2024-02-20
R1649,P002,SQ044,SH1196,77,RenderMan,Success,1.7,2024-03-02,2024-03-02
R1650,P002,SQ044,SH1196,77,Arnold,Success,2.78,2024-02-28,2024-02-28
R1651,P002,SQ044,SH1197,851,Arnold,Success,107.19,2024-03-01,2024-03-05
R1652,P002,SQ044,SH1198,811,RenderMan,Success,108.48,2024-02-24,2024-02-28
R1653,P002,SQ044,SH1198,811,Arnold,Success,82.41,2024-02-15,2024-02-18
R1654,P002,SQ044,SH1198,811,V-Ray,Success,192.3,2024-02-18,2024-02-26
R1655,P002,SQ044,SH1199,114,Arnold,Success,5.29,2024-02-11,2024-02-11
R1656,P002,SQ044,SH1199,114,Arnold,Success,5.58,2024-02-14,2024-02-14
R1657,P002,SQ044,SH1199,114,Arnold,Success,3.24,2024-02-06,2024-02-06
R1658,P002,SQ044,SH1200,248,Arnold,Success,21.93,2024-03-19,2024-03-19
R1659,P002,SQ044,SH1200,248,V-Ray,Success,18.75,2024-03-05,2024-03-05
R1660,P002,SQ044,SH1201,43,V-Ray,Success,1.16,2024-02-16,2024-02-16
R1661,P002,SQ044,SH1201,43,V-Ray,Success,1.53,2024-02-04,2024-02-04
R1662,P002,SQ044,SH1201,43,Arnold,Success,0.96,2024-02-16,2024-02-16
R1663,P002,SQ044,SH1202,160,V-Ray,Success,10.37,2024-02-12,2024-02-12
R1664,P002,SQ044,SH1202,160,V-Ray,Success,14.24,2024-02-06,2024-02-06
R1665,P002,SQ044,SH1202,160,Arnold,Success,11.17,2024-02-05,2024-02-05
R1666,P002,SQ044,SH1203,110,Arnold,Success,2.41,2024-02-02,2024-02-02
R1667,P002,SQ044,SH1204,78,V-Ray,Success,1.71,2024-02-19,2024-02-19
R1668,P002,SQ044,SH1204,78,Arnold,Success,1.6,2024-02-17,2024-02-17
R1669,P002,SQ044,SH1205,484,Arnold,Success,67.11,2024-02-22,2024-02-24
R1670,P002,SQ044,SH1205,484,RenderMan,Success,95.64,2024-02-16,2024-02-19
R1671,P002,SQ044,SH1205,484,Arnold,Success,82.9,2024-02-15,2024-02-18
R1672,P002,SQ044,SH1206,76,Arnold,Failed,1.65,2024-03-12,2024-03-12
R1673,P002,SQ044,SH1206,76,Arnold,Success,2.43,2024-03-19,2024-03-19
R1674,P002,SQ044,SH1207,73,Arnold,Success,2.64,2024-02-28,2024-02-28
R1675,P002,SQ044,SH1207,73,V-Ray,Success,1.62,2024-02-25,2024-02-25
R1676,P002,SQ044,SH1207,73,V-Ray,Success,2.68,2024-03-03,2024-03-03
R1677,P002,SQ044,SH1208,741,V-Ray,Success,75.22,2024-03-01,2024-03-04
R1678,P002,SQ044,SH1208,741,RenderMan,Failed,93.67,2024-03-09,2024-03-12
R1679,P002,SQ044,SH1209,51,Arnold,Success,1.95,2024-02-24,2024-02-24
R1680,P002,SQ044,SH1209,51,V-Ray,Success,1.77,2024-02-25,2024-02-25
R1681,P002,SQ044,SH1210,765,V-Ray,Success,145.36,2024-02-25,2024-03-02
R1682,P002,SQ044,SH1210,765,V-Ray,Failed,81.77,2024-03-03,2024-03-06
R1683,P002,SQ044,SH1210,765,Arnold,Success,158.48,2024-03-04,2024-03-10
R1684,P002,SQ044,SH1211,219,Arnold,Success,11.48,2024-03-14,2024-03-14
R1685,P002,SQ044,SH1211,219,RenderMan,Success,15.63,2024-03-22,2024-03-22
R1686,P002,SQ044,SH1211,219,Arnold,Success,11.63,2024-03-10,2024-03-10
R1687,P002,SQ044,SH1212,85,Arnold,Success,2.28,2024-02-11,2024-02-11
R1688,P002,SQ044,SH1213,170,V-Ray,Failed,10.78,2024-02-19,2024-02-19
R1689,P002,SQ044,SH1214,318,Arnold,Failed,74.84,2024-03-01,2024-03-04
R1690,P002,SQ044,SH1215,76,RenderMan,Success,2.97,2024-03-18,2024-03-18
R1691,P002,SQ044,SH1216,278,Arnold,Success,23.72,2024-02-23,2024-02-23
R1692,P002,SQ044,SH1216,278,RenderMan,Success,17.9,2024-02-29,2024-02-29
R1693,P002,SQ044,SH1217,704,V-Ray,Success,98.96,2024-03-08,2024-03-12
R1694,P002,SQ044,SH1218,46,V-Ray,Success,0.94,2024-02-06,2024-02-06
R1695,P002,SQ044,SH1218,46,RenderMan,Success,1.79,2024-02-02,2024-02-02
R1696,P002,SQ044,SH1219,46,V-Ray,Success,1.28,2024-02-23,2024-02-23
R1697,P002,SQ044,SH1219,46,V-Ray,Failed,1.85,2024-02-26,2024-02-26
