shot_id,project_id,sequence_id,shot_name,complexity,frame_count,start_date,end_date,status
SH871,P002,SQ034,P002_SEQ140_SH240,Medium,201,2023-11-18,2024-01-03,Completed
SH872,P002,SQ034,P002_SEQ140_SH250,Low,59,2023-11-24,2023-12-14,Completed
SH873,P002,SQ034,P002_SEQ140_SH260,High,582,2023-11-16,2023-11-27,Completed
SH874,P002,SQ034,P002_SEQ140_SH270,Low,61,2023-11-22,2023-12-17,Completed
SH875,P002,SQ034,P002_SEQ140_SH280,Low,88,2023-11-22,2023-12-30,Completed
SH876,P002,SQ034,P002_SEQ140_SH290,High,480,2023-12-07,2023-12-28,Completed
SH877,P002,SQ034,P002_SEQ140_SH300,High,822,2023-11-30,2023-12-23,Completed
SH878,P002,SQ034,P002_SEQ140_SH310,Low,41,2023-11-12,2023-11-28,Completed
SH879,P002,SQ034,P002_SEQ140_SH320,Low,107,2023-12-10,2023-12-15,Completed
SH880,P002,SQ034,P002_SEQ140_SH330,Low,113,2023-11-11,2023-12-01,Completed
SH881,P002,SQ034,P002_SEQ140_SH340,Low,87,2023-11-14,2023-12-02,Completed
SH882,P002,SQ034,P002_SEQ140_SH350,Medium,274,2023-11-20,2023-12-30,Completed
SH883,P002,SQ034,P002_SEQ140_SH360,High,840,2023-11-14,2024-01-16,Completed
SH884,P002,SQ034,P002_SEQ140_SH370,Low,66,2023-11-23,2023-11-29,Completed
SH885,P002,SQ034,P002_SEQ140_SH380,Medium,158,2023-11-16,2023-12-06,Completed
SH886,P002,SQ034,P002_SEQ140_SH390,Medium,129,2023-11-25,2023-12-22,Completed
SH887,P002,SQ034,P002_SEQ140_SH400,Low,76,2023-11-17,2024-01-13,Completed
SH888,P002,SQ034,P002_SEQ140_SH410,High,820,2023-12-09,2023-12-30,Completed
SH889,P002,SQ034,P002_SEQ140_SH420,Medium,257,2023-11-21,2023-12-22,Completed
SH890,P002,SQ034,P002_SEQ140_SH430,Low,105,2023-11-30,2024-01-13,Completed
SH891,P002,SQ034,P002_SEQ140_SH440,Low,58,2023-11-22,2023-12-20,Completed
SH892,P002,SQ034,P002_SEQ140_SH450,Medium,125,2023-11-17,2024-01-07,Completed
SH893,P002,SQ034,P002_SEQ140_SH460,Medium,174,2023-12-03,2023-12-21,Completed
SH894,P002,SQ034,P002_SEQ140_SH470,High,562,2023-11-24,2023-12-08,Completed
SH895,P002,SQ035,P002_SEQ150_SH010,Medium,170,2023-12-27,2024-07-14,Completed
SH896,P002,SQ035,P002_SEQ150_SH020,Medium,296,2023-11-23,2023-12-10,Completed
SH897,P002,SQ035,P002_SEQ150_SH030,Low,41,2023-10-15,2023-10-28,Completed
SH898,P002,SQ035,P002_SEQ150_SH040,Low,75,2024-01-26,2024-05-11,Completed
SH899,P002,SQ035,P002_SEQ150_SH050,High,608,2024-02-11,2024-05-13,Completed
SH900,P002,SQ035,P002_SEQ150_SH060,High,805,2024-01-12,2024-03-03,Completed
SH901,P002,SQ035,P002_SEQ150_SH070,Low,108,2024-01-22,2024-04-24,Completed
SH902,P002,SQ036,P002_SEQ160_SH010,Low,89,2023-11-27,2024-02-01,Completed
SH903,P002,SQ036,P002_SEQ160_SH020,Low,101,2023-12-14,2024-03-02,Completed
SH904,P002,SQ036,P002_SEQ160_SH030,Medium,180,2023-11-02,2023-12-08,Completed
SH905,P002,SQ036,P002_SEQ160_SH040,Medium,237,2023-11-11,2024-01-07,Completed
SH906,P002,SQ036,P002_SEQ160_SH050,High,594,2023-12-23,2024-01-12,Completed
SH907,P002,SQ036,P002_SEQ160_SH060,Medium,208,2023-12-26,2024-01-31,Completed
SH908,P002,SQ036,P002_SEQ160_SH070,Medium,190,2023-12-06,2024-02-25,Completed
SH909,P002,SQ036,P002_SEQ160_SH080,High,337,2023-12-25,2024-03-07,Completed
SH910,P002,SQ036,P002_SEQ160_SH090,Low,90,2023-11-30,2023-12-05,Completed
SH911,P002,SQ036,P002_SEQ160_SH100,Medium,217,2023-11-05,2023-12-27,Completed
SH912,P002,SQ036,P002_SEQ160_SH110,Low,89,2023-11-28,2024-01-19,Completed
SH913,P002,SQ036,P002_SEQ160_SH120,Medium,187,2023-12-21,2024-03-07,Completed
SH914,P002,SQ036,P002_SEQ160_SH130,Medium,202,2023-11-16,2024-02-22,Completed
SH915,P002,SQ036,P002_SEQ160_SH140,Low,97,2023-11-13,2024-01-30,Completed
SH916,P002,SQ036,P002_SEQ160_SH150,Medium,296,2023-12-28,2024-01-26,Completed
SH917,P002,SQ036,P002_SEQ160_SH160,Low,88,2023-12-07,2024-01-10,Completed
SH918,P002,SQ036,P002_SEQ160_SH170,Medium,182,2023-11-19,2024-01-23,Completed
SH919,P002,SQ036,P002_SEQ160_SH180,Low,53,2023-12-01,2024-01-17,Completed
SH920,P002,SQ036,P002_SEQ160_SH190,Low,72,2023-11-13,2023-12-17,Completed
SH921,P002,SQ036,P002_SEQ160_SH200,High,906,2023-12-28,2024-01-25,Completed
SH922,P002,SQ036,P002_SEQ160_SH210,Medium,228,2023-11-02,2023-12-13,Completed
SH923,P002,SQ036,P002_SEQ160_SH220,Medium,271,2023-10-31,2023-12-05,Completed
SH924,P002,SQ036,P002_SEQ160_SH230,Low,98,2024-01-03,2024-03-01,Completed
SH925,P002,SQ036,P002_SEQ160_SH240,Medium,239,2023-11-12,2024-01-15,Completed
SH926,P002,SQ036,P002_SEQ160_SH250,Low,95,2023-12-27,2024-03-15,Completed
SH927,P002,SQ036,P002_SEQ160_SH260,Medium,182,2023-11-08,2024-03-07,Completed
SH928,P002,SQ036,P002_SEQ160_SH270,Medium,284,2023-11-19,2024-03-07,Completed
SH929,P002,SQ036,P002_SEQ160_SH280,Medium,196,2023-12-30,2024-03-03,Completed
SH930,P002,SQ036,P002_SEQ160_SH290,Medium,160,2023-11-08,2023-11-13,Completed
SH931,P002,SQ036,P002_SEQ160_SH300,Medium,132,2024-01-02,2024-01-10,Completed
SH932,P002,SQ036,P002_SEQ160_SH310,High,539,2023-11-24,2024-01-13,Completed
SH933,P002,SQ037,P002_SEQ170_SH010,High,344,2023-11-11,2023-12-07,Completed
SH934,P002,SQ037,P002_SEQ170_SH020,Medium,179,2023-11-08,2023-11-30,Completed
SH935,P002,SQ037,P002_SEQ170_SH030,Medium,137,2023-11-11,2023-11-29,Completed
SH936,P002,SQ037,P002_SEQ170_SH040,Low,106,2023-11-01,2023-12-07,Completed
SH937,P002,SQ037,P002_SEQ170_SH050,Low,90,2023-11-11,2023-11-24,Completed
SH938,P002,SQ037,P002_SEQ170_SH060,Low,49,2023-10-23,2023-11-27,Completed
SH939,P002,SQ037,P002_SEQ170_SH070,Low,51,2023-11-08,2023-12-01,Completed
SH940,P002,SQ037,P002_SEQ170_SH080,Medium,254,2023-10-18,2023-11-02,Completed
SH941,P002,SQ037,P002_SEQ170_SH090,Low,80,2023-11-08,2023-11-25,Completed
SH942,P002,SQ037,P002_SEQ170_SH100,Medium,255,2023-11-11,2023-12-05,Completed
SH943,P002,SQ037,P002_SEQ170_SH110,Medium,164,2023-10-30,2023-11-21,Completed
SH944,P002,SQ037,P002_SEQ170_SH120,Medium,296,2023-10-28,2023-12-02,Completed
SH945,P002,SQ037,P002_SEQ170_SH130,Medium,287,2023-10-23,2023-11-12,Completed
SH946,P002,SQ037,P002_SEQ170_SH140,High,998,2023-10-25,2023-12-01,Completed
SH947,P002,SQ037,P002_SEQ170_SH150,Medium,228,2023-10-23,2023-10-30,Completed
SH948,P002,SQ037,P002_SEQ170_SH160,Medium,137,2023-11-10,2023-12-07,Completed
SH949,P002,SQ037,P002_SEQ170_SH170,High,349,2023-10-24,2023-12-03,Completed
SH950,P002,SQ037,P002_SEQ170_SH180,High,385,2023-10-31,2023-12-12,Completed
SH951,P002,SQ037,P002_SEQ170_SH190,Medium,299,2023-10-27,2023-12-02,Completed
SH952,P002,SQ037,P002_SEQ170_SH200,Low,71,2023-10-31,2023-12-11,Completed
SH953,P002,SQ037,P002_SEQ170_SH210,High,867,2023-10-16,2023-10-31,Completed
SH954,P002,SQ037,P002_SEQ170_SH220,Low,80,2023-10-22,2023-11-05,Completed
SH955,P002,SQ037,P002_SEQ170_SH230,Medium,148,2023-10-31,2023-11-17,Completed
SH956,P002,SQ037,P002_SEQ170_SH240,Medium,278,2023-10-31,2023-12-03,Completed
SH957,P002,SQ037,P002_SEQ170_SH250,Low,100,2023-11-08,2023-12-01,Completed
SH958,P002,SQ037,P002_SEQ170_SH260,Low,111,2023-10-24,2023-11-02,Completed
SH959,P002,SQ037,P002_SEQ170_SH270,High,619,2023-11-02,2023-12-11,Completed
SH960,P002,SQ037,P002_SEQ170_SH280,High,417,2023-10-14,2023-12-03,Completed
SH961,P002,SQ037,P002_SEQ170_SH290,Medium,235,2023-11-03,2023-11-17,Completed
SH962,P002,SQ037,P002_SEQ170_SH300,High,416,2023-11-11,2023-12-01,Completed
SH963,P002,SQ037,P002_SEQ170_SH310,Low,116,2023-10-22,2023-11-13,Completed
SH964,P002,SQ037,P002_SEQ170_SH320,High,583,2023-10-30,2023-12-11,Completed
SH965,P002,SQ037,P002_SEQ170_SH330,Low,58,2023-11-10,2023-12-10,Completed
SH966,P002,SQ037,P002_SEQ170_SH340,High,896,2023-11-10,2023-12-09,Completed
SH967,P002,SQ037,P002_SEQ170_SH350,Low,51,2023-10-19,2023-11-12,Completed
SH968,P002,SQ037,P002_SEQ170_SH360,Low,111,2023-11-02,2023-11-25,Completed
SH969,P002,SQ037,P002_SEQ170_SH370,Low,88,2023-11-06,2023-11-29,Completed
SH970,P002,SQ037,P002_SEQ170_SH380,Low,59,2023-10-20,2023-11-04,Completed
SH971,P002,SQ037,P002_SEQ170_SH390,Medium,265,2023-10-14,2023-10-29,Completed
SH972,P002,SQ037,P002_SEQ170_SH400,Low,92,2023-10-25,2023-11-18,Completed
SH973,P002,SQ037,P002_SEQ170_SH410,Medium,231,2023-11-02,2023-12-03,Completed
SH974,P002,SQ037,P002_SEQ170_SH420,Medium,219,2023-10-22,2023-11-11,Completed
SH975,P002,SQ037,P002_SEQ170_SH430,High,475,2023-10-13,2023-10-22,Completed
SH976,P002,SQ037,P002_SEQ170_SH440,Low,99,2023-10-26,2023-11-11,Completed
SH977,P002,SQ037,P002_SEQ170_SH450,High,748,2023-11-07,2023-12-02,Completed
SH978,P002,SQ037,P002_SEQ170_SH460,High,699,2023-11-05,2023-11-27,Completed
SH979,P002,SQ037,P002_SEQ170_SH470,Low,100,2023-10-31,2023-11-09,Completed
SH980,P002,SQ037,P002_SEQ170_SH480,Medium,139,2023-10-27,2023-12-03,Completed
SH981,P002,SQ037,P002_SEQ170_SH490,Medium,192,2023-10-17,2023-11-25,Completed
SH982,P002,SQ037,P002_SEQ170_SH500,Medium,199,2023-10-27,2023-12-12,Completed
SH983,P002,SQ037,P002_SEQ170_SH510,High,998,2023-11-07,2023-11-19,Completed
SH984,P002,SQ037,P002_SEQ170_SH520,Low,44,2023-10-16,2023-11-28,Completed
SH985,P002,SQ037,P002_SEQ170_SH530,Low,107,2023-10-30,2023-11-04,Completed
SH986,P002,SQ037,P002_SEQ170_SH540,Low,96,2023-11-05,2023-11-17,Completed
SH987,P002,SQ037,P002_SEQ170_SH550,Low,77,2023-11-11,2023-11-19,Completed
SH988,P002,SQ037,P002_SEQ170_SH560,Medium,276,2023-11-11,2023-12-09,Completed
SH989,P002,SQ037,P002_SEQ170_SH570,Medium,291,2023-11-09,2023-11-22,Completed
SH990,P002,SQ037,P002_SEQ170_SH580,Medium,124,2023-11-10,2023-11-17,Completed
SH991,P002,SQ037,P002_SEQ170_SH590,Low,66,2023-10-24,2023-10-31,Completed
SH992,P002,SQ037,P002_SEQ170_SH600,High,340,2023-10-16,2023-12-12,Completed
SH993,P002,SQ037,P002_SEQ170_SH610,Medium,277,2023-10-26,2023-12-06,Completed
SH994,P002,SQ037,P002_SEQ170_SH620,Low,99,2023-10-19,2023-10-24,Completed
SH995,P002,SQ037,P002_SEQ170_SH630,Medium,154,2023-10-27,2023-11-12,Completed
SH996,P002,SQ037,P002_SEQ170_SH640,High,425,2023-11-05,2023-11-12,Completed
SH997,P002,SQ037,P002_SEQ170_SH650,High,555,2023-10-17,2023-12-04,Completed
SH998,P002,SQ037,P002_SEQ170_SH660,Low,52,2023-10-21,2023-10-27,Completed
SH999,P002,SQ037,P002_SEQ170_SH670,Low,75,2023-11-01,2023-11-22,Completed
SH1000,P002,SQ037,P002_SEQ170_SH680,Medium,184,2023-11-08,2023-12-02,Completed
SH1001,P002,SQ037,P002_SEQ170_SH690,Medium,146,2023-10-28,2023-11-14,Completed
SH1002,P002,SQ037,P002_SEQ170_SH700,Low,51,2023-10-31,2023-11-24,Completed
SH1003,P002,SQ037,P002_SEQ170_SH710,High,741,2023-10-29,2023-11-20,Completed
SH1004,P002,SQ037,P002_SEQ170_SH720,Low,45,2023-11-01,2023-12-08,Completed
SH1005,P002,SQ037,P002_SEQ170_SH730,Medium,283,2023-10-30,2023-11-12,Completed
SH1006,P002,SQ037,P002_SEQ170_SH740,Low,117,2023-11-09,2023-11-19,Completed
SH1007,P002,SQ037,P002_SEQ170_SH750,High,620,2023-11-09,2023-12-04,Completed
SH1008,P002,SQ037,P002_SEQ170_SH760,Medium,129,2023-11-09,2023-12-02,Completed
SH1009,P002,SQ037,P002_SEQ170_SH770,High,970,2023-11-06,2023-11-15,Completed
SH1010,P002,SQ037,P002_SEQ170_SH780,Low,70,2023-11-03,2023-12-03,Completed
SH1011,P002,SQ037,P002_SEQ170_SH790,High,502,2023-10-18,2023-12-08,Completed
SH1012,P002,SQ037,P002_SEQ170_SH800,High,356,2023-11-01,2023-12-06,Completed
SH1013,P002,SQ037,P002_SEQ170_SH810,High,397,2023-11-10,2023-12-10,Completed
SH1014,P002,SQ037,P002_SEQ170_SH820,Medium,294,2023-10-13,2023-12-08,Completed
SH1015,P002,SQ037,P002_SEQ170_SH830,Low,53,2023-11-07,2023-11-23,Completed
SH1016,P002,SQ037,P002_SEQ170_SH840,High,619,2023-10-29,2023-12-04,Completed
SH1017,P002,SQ037,P002_SEQ170_SH850,Low,69,2023-10-27,2023-11-25,Completed
SH1018,P002,SQ037,P002_SEQ170_SH860,Medium,193,2023-11-10,2023-11-22,Completed
SH1019,P002,SQ038,P002_SEQ180_SH010,Medium,232,2023-11-26,2023-12-12,Completed
SH1020,P002,SQ038,P002_SEQ180_SH020,Medium,218,2023-12-03,2023-12-09,Completed
SH1021,P002,SQ038,P002_SEQ180_SH030,Low,79,2023-11-30,2023-12-13,Completed
SH1022,P002,SQ038,P002_SEQ180_SH040,Medium,197,2023-11-27,2023-12-11,Completed
SH1023,P002,SQ038,P002_SEQ180_SH050,Low,55,2023-11-28,2023-12-16,Completed
SH1024,P002,SQ038,P002_SEQ180_SH060,Medium,254,2023-11-25,2023-12-08,Completed
SH1025,P002,SQ038,P002_SEQ180_SH070,Low,119,2023-11-23,2023-12-13,Completed
SH1026,P002,SQ039,P002_SEQ190_SH010,High,799,2023-11-18,2024-03-17,Completed
SH1027,P002,SQ039,P002_SEQ190_SH020,Low,63,2024-01-24,2024-03-01,Completed
SH1028,P002,SQ039,P002_SEQ190_SH030,Low,42,2023-11-16,2024-04-01,Completed
SH1029,P002,SQ039,P002_SEQ190_SH040,Medium,126,2024-01-08,2024-02-19,Completed
SH1030,P002,SQ039,P002_SEQ190_SH050,Medium,129,2023-11-25,2024-02-14,Completed
SH1031,P002,SQ039,P002_SEQ190_SH060,High,513,2023-11-10,2024-03-16,Completed
SH1032,P002,SQ039,P002_SEQ190_SH070,High,510,2023-11-16,2024-02-17,Completed
SH1033,P002,SQ039,P002_SEQ190_SH080,Low,102,2024-01-13,2024-04-03,Completed
SH1034,P002,SQ039,P002_SEQ190_SH090,Medium,270,2024-01-03,2024-03-03,Completed
SH1035,P002,SQ039,P002_SEQ190_SH100,Low,89,2024-01-02,2024-04-02,Completed
SH1036,P002,SQ039,P002_SEQ190_SH110,Low,99,2024-01-04,2024-03-13,Completed
SH1037,P002,SQ039,P002_SEQ190_SH120,Medium,297,2023-11-29,2024-01-24,Completed
SH1038,P002,SQ039,P002_SEQ190_SH130,High,869,2023-11-25,2024-04-17,Completed
SH1039,P002,SQ039,P002_SEQ190_SH140,Medium,158,2023-11-15,2023-12-25,Completed
SH1040,P002,SQ039,P002_SEQ190_SH150,High,326,2023-12-22,2024-02-23,Completed
SH1041,P002,SQ039,P002_SEQ190_SH160,High,978,2024-01-03,2024-01-21,Completed
SH1042,P002,SQ040,P002_SEQ200_SH010,Medium,157,2023-10-30,2023-11-28,Completed
SH1043,P002,SQ040,P002_SEQ200_SH020,High,400,2023-10-23,2023-11-14,Completed
SH1044,P002,SQ040,P002_SEQ200_SH030,Medium,131,2023-10-14,2023-11-07,Completed
SH1045,P002,SQ040,P002_SEQ200_SH040,Low,65,2023-11-05,2023-11-20,Completed
SH1046,P002,SQ040,P002_SEQ200_SH050,Medium,203,2023-10-29,2023-11-17,Completed
SH1047,P002,SQ040,P002_SEQ200_SH060,Low,90,2023-11-16,2023-12-07,Completed
SH1048,P002,SQ040,P002_SEQ200_SH070,Low,57,2023-10-19,2023-11-03,Completed
SH1049,P002,SQ040,P002_SEQ200_SH080,Low,51,2023-10-31,2023-11-05,Completed
SH1050,P002,SQ040,P002_SEQ200_SH090,High,971,2023-11-12,2023-12-04,Completed
SH1051,P002,SQ040,P002_SEQ200_SH100,High,412,2023-10-28,2023-11-08,Completed
SH1052,P002,SQ040,P002_SEQ200_SH110,High,662,2023-10-13,2023-12-17,Completed
SH1053,P002,SQ040,P002_SEQ200_SH120,Medium,177,2023-11-10,2023-12-25,Completed
SH1054,P002,SQ040,P002_SEQ200_SH130,Low,57,2023-10-29,2023-12-26,Completed
SH1055,P002,SQ040,P002_SEQ200_SH140,Low,111,2023-11-03,2023-12-09,Completed
SH1056,P002,SQ040,P002_SEQ200_SH150,Low,52,2023-10-17,2023-12-16,Completed
SH1057,P002,SQ040,P002_SEQ200_SH160,Low,89,2023-11-01,2023-11-15,Completed
SH1058,P002,SQ040,P002_SEQ200_SH170,High,480,2023-10-27,2023-12-14,Completed
SH1059,P002,SQ040,P002_SEQ200_SH180,Low,85,2023-11-16,2023-11-29,Completed
SH1060,P002,SQ040,P002_SEQ200_SH190,Low,96,2023-10-16,2023-11-25,Completed
SH1061,P002,SQ040,P002_SEQ200_SH200,Low,98,2023-11-08,2023-12-06,Completed
SH1062,P002,SQ040,P002_SEQ200_SH210,High,802,2023-11-14,2023-11-27,Completed
SH1063,P002,SQ041,P002_SEQ210_SH010,Medium,134,2023-09-22,2023-10-25,Completed
SH1064,P002,SQ041,P002_SEQ210_SH020,Low,69,2023-09-23,2023-10-20,Completed
SH1065,P002,SQ041,P002_SEQ210_SH030,Medium,195,2023-08-31,2023-09-18,Completed
SH1066,P002,SQ041,P002_SEQ210_SH040,Low,75,2023-09-16,2023-09-22,Completed
SH1067,P002,SQ041,P002_SEQ210_SH050,High,469,2023-09-02,2023-10-12,Completed
SH1068,P002,SQ041,P002_SEQ210_SH060,Medium,286,2023-09-19,2023-10-25,Completed
SH1069,P002,SQ041,P002_SEQ210_SH070,Medium,243,2023-08-29,2023-10-16,Completed
SH1070,P002,SQ041,P002_SEQ210_SH080,Medium,241,2023-09-08,2023-10-06,Completed
SH1071,P002,SQ041,P002_SEQ210_SH090,Low,99,2023-09-23,2023-10-10,Completed
SH1072,P002,SQ041,P002_SEQ210_SH100,Low,66,2023-08-20,2023-09-25,Completed
SH1073,P002,SQ041,P002_SEQ210_SH110,Medium,138,2023-09-07,2023-10-18,Completed
SH1074,P002,SQ041,P002_SEQ210_SH120,Low,110,2023-09-13,2023-10-17,Completed
SH1075,P002,SQ041,P002_SEQ210_SH130,Medium,202,2023-09-10,2023-10-28,Completed
SH1076,P002,SQ041,P002_SEQ210_SH140,Low,88,2023-08-23,2023-10-07,Completed
SH1077,P002,SQ041,P002_SEQ210_SH150,Medium,228,2023-09-06,2023-09-22,Completed
SH1078,P002,SQ041,P002_SEQ210_SH160,High,884,2023-08-25,2023-09-07,Completed
SH1079,P002,SQ041,P002_SEQ210_SH170,Medium,245,2023-09-22,2023-10-20,Completed
SH1080,P002,SQ041,P002_SEQ210_SH180,High,780,2023-08-28,2023-09-24,Completed
SH1081,P002,SQ041,P002_SEQ210_SH190,Low,58,2023-09-04,2023-10-15,Completed
SH1082,P002,SQ041,P002_SEQ210_SH200,Medium,220,2023-09-02,2023-10-21,Completed
SH1083,P002,SQ041,P002_SEQ210_SH210,Low,73,2023-09-20,2023-10-23,Completed
SH1084,P002,SQ041,P002_SEQ210_SH220,Medium,248,2023-08-29,2023-09-27,Completed
SH1085,P002,SQ041,P002_SEQ210_SH230,Low,65,2023-08-20,2023-09-26,Completed
SH1086,P002,SQ041,P002_SEQ210_SH240,High,977,2023-09-15,2023-10-06,Completed
SH1087,P002,SQ041,P002_SEQ210_SH250,High,403,2023-09-02,2023-10-20,Completed
SH1088,P002,SQ041,P002_SEQ210_SH260,High,789,2023-08-20,2023-09-04,Completed
SH1089,P002,SQ041,P002_SEQ210_SH270,Medium,188,2023-08-22,2023-09-28,Completed
SH1090,P002,SQ041,P002_SEQ210_SH280,Medium,139,2023-09-20,2023-10-03,Completed
SH1091,P002,SQ041,P002_SEQ210_SH290,Medium,167,2023-09-12,2023-10-14,Completed
SH1092,P002,SQ041,P002_SEQ210_SH300,Medium,262,2023-09-22,2023-09-30,Completed
SH1093,P002,SQ041,P002_SEQ210_SH310,Medium,247,2023-08-22,2023-09-22,Completed
SH1094,P002,SQ041,P002_SEQ210_SH320,Medium,252,2023-09-03,2023-09-18,Completed
SH1095,P002,SQ041,P002_SEQ210_SH330,Low,92,2023-08-23,2023-10-20,Completed
SH1096,P002,SQ041,P002_SEQ210_SH340,Medium,132,2023-08-20,2023-09-26,Completed
SH1097,P002,SQ041,P002_SEQ210_SH350,High,906,2023-08-20,2023-10-24,Completed
SH1098,P002,SQ041,P002_SEQ210_SH360,Low,51,2023-09-23,2023-09-30,Completed
SH1099,P002,SQ041,P002_SEQ210_SH370,High,474,2023-09-14,2023-09-30,Completed
SH1100,P002,SQ041,P002_SEQ210_SH380,Low,54,2023-09-08,2023-10-06,Completed
SH1101,P002,SQ041,P002_SEQ210_SH390,Low,42,2023-08-20,2023-09-25,Completed
SH1102,P002,SQ041,P002_SEQ210_SH400,Low,61,2023-09-19,2023-10-22,Completed
SH1103,P002,SQ041,P002_SEQ210_SH410,Medium,222,2023-08-25,2023-10-05,Completed
SH1104,P002,SQ041,P002_SEQ210_SH420,Medium,130,2023-08-23,2023-10-09,Completed
SH1105,P002,SQ041,P002_SEQ210_SH430,Low,58,2023-09-10,2023-09-26,Completed
SH1106,P002,SQ041,P002_SEQ210_SH440,High,698,2023-09-08,2023-10-19,Completed
SH1107,P002,SQ041,P002_SEQ210_SH450,Medium,250,2023-09-21,2023-10-08,Completed
SH1108,P002,SQ041,P002_SEQ210_SH460,High,504,2023-08-21,2023-10-20,Completed
SH1109,P002,SQ041,P002_SEQ210_SH470,High,647,2023-09-13,2023-09-24,Completed
SH1110,P002,SQ041,P002_SEQ210_SH480,Medium,159,2023-09-20,2023-10-22,Completed
SH1111,P002,SQ041,P002_SEQ210_SH490,Low,78,2023-09-07,2023-09-24,Completed
SH1112,P002,SQ041,P002_SEQ210_SH500,Medium,129,2023-09-21,2023-10-05,Completed
SH1113,P002,SQ041,P002_SEQ210_SH510,Low,92,2023-08-26,2023-09-20,Completed
SH1114,P002,SQ041,P002_SEQ210_SH520,Medium,266,2023-08-26,2023-10-18,Completed
SH1115,P002,SQ041,P002_SEQ210_SH530,Medium,163,2023-09-04,2023-10-25,Completed
SH1116,P002,SQ041,P002_SEQ210_SH540,Low,75,2023-09-06,2023-09-13,Completed
SH1117,P002,SQ041,P002_SEQ210_SH550,Low,82,2023-09-05,2023-09-30,Completed
SH1118,P002,SQ041,P002_SEQ210_SH560,Medium,204,2023-09-05,2023-10-12,Completed
SH1119,P002,SQ041,P002_SEQ210_SH570,Low,53,2023-09-20,2023-10-02,Completed
SH1120,P002,SQ041,P002_SEQ210_SH580,Low,112,2023-09-22,2023-10-25,Completed
SH1121,P002,SQ041,P002_SEQ210_SH590,Medium,159,2023-09-22,2023-10-01,Completed
SH1122,P002,SQ041,P002_SEQ210_SH600,Low,116,2023-09-09,2023-10-01,Completed
SH1123,P002,SQ041,P002_SEQ210_SH610,Medium,271,2023-09-03,2023-10-24,Completed
SH1124,P002,SQ041,P002_SEQ210_SH620,Low,46,2023-09-14,2023-10-08,Completed
SH1125,P002,SQ041,P002_SEQ210_SH630,Low,84,2023-09-11,2023-09-17,Completed
SH1126,P002,SQ041,P002_SEQ210_SH640,Low,68,2023-08-28,2023-10-01,Completed
SH1127,P002,SQ041,P002_SEQ210_SH650,Medium,144,2023-08-25,2023-09-17,Completed
SH1128,P002,SQ041,P002_SEQ210_SH660,Medium,195,2023-09-21,2023-10-10,Completed
SH1129,P002,SQ041,P002_SEQ210_SH670,Low,87,2023-08-22,2023-10-20,Completed
SH1130,P002,SQ041,P002_SEQ210_SH680,Low,116,2023-09-20,2023-10-10,Completed
SH1131,P002,SQ041,P002_SEQ210_SH690,Low,57,2023-09-08,2023-10-10,Completed
SH1132,P002,SQ041,P002_SEQ210_SH700,Low,110,2023-09-20,2023-10-20,Completed
SH1133,P002,SQ041,P002_SEQ210_SH710,High,634,2023-08-25,2023-09-23,Completed
SH1134,P002,SQ041,P002_SEQ210_SH720,Medium,189,2023-08-28,2023-10-05,Completed
SH1135,P002,SQ041,P002_SEQ210_SH730,Low,101,2023-09-13,2023-09-27,Completed
SH1136,P002,SQ041,P002_SEQ210_SH740,Low,106,2023-09-14,2023-09-19,Completed
SH1137,P002,SQ041,P002_SEQ210_SH750,Low,95,2023-09-09,2023-09-21,Completed
SH1138,P002,SQ041,P002_SEQ210_SH760,Low,52,2023-09-11,2023-10-22,Completed
SH1139,P002,SQ041,P002_SEQ210_SH770,High,362,2023-09-09,2023-10-10,Completed
SH1140,P002,SQ041,P002_SEQ210_SH780,High,647,2023-08-21,2023-10-05,Completed
SH1141,P002,SQ042,P002_SEQ220_SH010,Medium,206,2023-12-08,2024-03-19,Completed
SH1142,P002,SQ042,P002_SEQ220_SH020,Medium,166,2023-10-10,2023-11-05,Completed
SH1143,P002,SQ042,P002_SEQ220_SH030,Medium,248,2023-12-12,2024-03-08,Completed
SH1144,P002,SQ042,P002_SEQ220_SH040,Medium,283,2023-11-30,2023-12-30,Completed
SH1145,P002,SQ042,P002_SEQ220_SH050,Medium,137,2023-10-06,2024-03-28,Completed
SH1146,P002,SQ042,P002_SEQ220_SH060,Low,61,2023-09-10,2024-03-24,Completed
SH1147,P002,SQ042,P002_SEQ220_SH070,Low,54,2023-12-17,2024-02-13,Completed
SH1148,P002,SQ042,P002_SEQ220_SH080,Medium,167,2023-11-21,2024-01-15,Completed
SH1149,P002,SQ042,P002_SEQ220_SH090,Medium,228,2023-10-06,2024-03-28,Completed
SH1150,P002,SQ042,P002_SEQ220_SH100,Low,80,2023-11-25,2023-12-21,Completed
SH1151,P002,SQ042,P002_SEQ220_SH110,Low,50,2023-11-15,2024-02-06,Completed
SH1152,P002,SQ042,P002_SEQ220_SH120,Low,110,2023-10-14,2024-03-12,Completed
SH1153,P002,SQ042,P002_SEQ220_SH130,High,523,2023-09-19,2024-04-19,Completed
SH1154,P002,SQ042,P002_SEQ220_SH140,Medium,155,2023-11-15,2024-05-04,Completed
SH1155,P002,SQ042,P002_SEQ220_SH150,Low,62,2023-11-24,2024-01-26,Completed
SH1156,P002,SQ042,P002_SEQ220_SH160,High,914,2023-11-08,2024-04-23,Completed
