timesheet_id,assignment_id,artist_id,work_date,hours_logged
TS40567,TA5595,A123,2023-11-27,5.85
TS40568,TA5595,A123,2023-11-28,7.06
TS40569,TA5595,A123,2023-11-29,7.86
TS40570,TA5595,A123,2023-11-30,6.02
TS40571,TA5595,A123,2023-12-01,4.07
TS40572,TA5595,A123,2023-12-04,1.64
TS40573,TA5596,A138,2023-11-24,6.27
TS40574,TA5596,A138,2023-11-27,3.6
TS40575,TA5597,A206,2023-11-18,5.99
TS40576,TA5597,A206,2023-11-20,4.8
TS40577,TA5597,A206,2023-11-21,4.46
TS40578,TA5597,A206,2023-11-22,5.5
TS40579,TA5597,A206,2023-11-23,3.55
TS40580,TA5598,A271,2023-11-02,5.85
TS40581,TA5598,A271,2023-11-03,4.39
TS40582,TA5598,A271,2023-11-06,4.34
TS40583,TA5598,A271,2023-11-07,5.36
TS40584,TA5598,A271,2023-11-08,4.39
TS40585,TA5598,A271,2023-11-09,7.52
TS40586,TA5598,A271,2023-11-10,7.04
TS40587,TA5598,A271,2023-11-13,1.36
TS40588,TA5599,A012,2024-01-07,4.82
TS40589,TA5599,A012,2024-01-08,5.26
TS40590,TA5599,A012,2024-01-09,4.69
TS40591,TA5600,A022,2024-01-07,6.15
TS40592,TA5600,A022,2024-01-08,4.65
TS40593,TA5600,A022,2024-01-09,4.1
TS40594,TA5600,A022,2024-01-10,7.76
TS40595,TA5600,A022,2024-01-11,5.96
TS40596,TA5600,A022,2024-01-12,5.59
TS40597,TA5600,A022,2024-01-15,6.99
TS40598,TA5600,A022,2024-01-16,4.4
TS40599,TA5600,A022,2024-01-17,7.44
TS40600,TA5600,A022,2024-01-18,5.82
TS40601,TA5600,A022,2024-01-19,4.87
TS40602,TA5600,A022,2024-01-22,6.8
TS40603,TA5600,A022,2024-01-23,4.36
TS40604,TA5600,A022,2024-01-24,6.56
TS40605,TA5600,A022,2024-01-25,6.96
TS40606,TA5600,A022,2024-01-26,6.0
TS40607,TA5600,A022,2024-01-29,6.88
TS40608,TA5600,A022,2024-01-30,5.67
TS40609,TA5600,A022,2024-01-31,6.51
TS40610,TA5600,A022,2024-02-01,7.55
TS40611,TA5600,A022,2024-02-02,4.67
TS40612,TA5600,A022,2024-02-05,4.2
TS40613,TA5600,A022,2024-02-06,3.19
TS40614,TA5601,A049,2024-01-28,4.99
TS40615,TA5601,A049,2024-01-29,1.75
TS40616,TA5602,A058,2024-01-28,6.99
TS40617,TA5602,A058,2024-01-29,5.37
TS40618,TA5602,A058,2024-01-30,6.86
TS40619,TA5602,A058,2024-01-31,6.79
TS40620,TA5602,A058,2024-02-01,7.74
TS40621,TA5602,A058,2024-02-02,5.77
TS40622,TA5603,A057,2024-01-28,4.01
TS40623,TA5603,A057,2024-01-29,5.35
TS40624,TA5603,A057,2024-01-30,6.45
TS40625,TA5603,A057,2024-01-31,4.33
TS40626,TA5603,A057,2024-02-01,7.55
TS40627,TA5603,A057,2024-02-02,4.2
TS40628,TA5603,A057,2024-02-05,7.69
TS40629,TA5603,A057,2024-02-06,7.86
TS40630,TA5603,A057,2024-02-07,5.31
TS40631,TA5603,A057,2024-02-08,7.42
TS40632,TA5603,A057,2024-02-09,6.62
TS40633,TA5603,A057,2024-02-12,7.42
TS40634,TA5603,A057,2024-02-13,0.44
TS40635,TA5604,A087,2024-01-16,4.41
TS40636,TA5604,A087,2024-01-17,7.94
TS40637,TA5604,A087,2024-01-18,7.06
TS40638,TA5604,A087,2024-01-19,6.97
TS40639,TA5604,A087,2024-01-22,6.53
TS40640,TA5604,A087,2024-01-23,5.91
TS40641,TA5604,A087,2024-01-24,6.43
TS40642,TA5604,A087,2024-01-25,6.94
TS40643,TA5604,A087,2024-01-26,6.85
TS40644,TA5604,A087,2024-01-29,6.94
TS40645,TA5604,A087,2024-01-30,4.47
TS40646,TA5604,A087,2024-01-31,7.47
TS40647,TA5604,A087,2024-02-01,5.37
TS40648,TA5604,A087,2024-02-02,5.02
TS40649,TA5604,A087,2024-02-05,5.43
TS40650,TA5604,A087,2024-02-06,2.88
TS40651,TA5605,A130,2024-01-14,5.16
TS40652,TA5605,A130,2024-01-15,5.05
TS40653,TA5605,A130,2024-01-16,5.07
TS40654,TA5605,A130,2024-01-17,5.77
TS40655,TA5605,A130,2024-01-18,5.32
TS40656,TA5605,A130,2024-01-19,6.53
TS40657,TA5605,A130,2024-01-22,6.47
TS40658,TA5605,A130,2024-01-23,5.34
TS40659,TA5605,A130,2024-01-24,7.26
TS40660,TA5605,A130,2024-01-25,4.65
TS40661,TA5605,A130,2024-01-26,7.99
TS40662,TA5605,A130,2024-01-29,5.72
TS40663,TA5605,A130,2024-01-30,7.16
TS40664,TA5605,A130,2024-01-31,7.07
TS40665,TA5605,A130,2024-02-01,6.23
TS40666,TA5605,A130,2024-02-02,2.56
TS40667,TA5606,A125,2024-01-14,6.07
TS40668,TA5606,A125,2024-01-15,7.86
TS40669,TA5606,A125,2024-01-16,5.69
TS40670,TA5606,A125,2024-01-17,5.6
TS40671,TA5606,A125,2024-01-18,6.6
TS40672,TA5606,A125,2024-01-19,4.7
TS40673,TA5606,A125,2024-01-22,4.37
TS40674,TA5606,A125,2024-01-23,6.32
TS40675,TA5606,A125,2024-01-24,5.86
TS40676,TA5607,A128,2024-01-14,7.25
TS40677,TA5607,A128,2024-01-15,4.87
TS40678,TA5607,A128,2024-01-16,3.74
TS40679,TA5608,A157,2023-12-27,4.34
TS40680,TA5608,A157,2023-12-28,7.63
TS40681,TA5608,A157,2023-12-29,5.7
TS40682,TA5608,A157,2024-01-01,4.75
TS40683,TA5608,A157,2024-01-02,6.56
TS40684,TA5608,A157,2024-01-03,6.25
TS40685,TA5608,A157,2024-01-04,4.77
TS40686,TA5608,A157,2024-01-05,6.72
TS40687,TA5608,A157,2024-01-08,6.11
TS40688,TA5608,A157,2024-01-09,6.53
TS40689,TA5608,A157,2024-01-10,4.17
TS40690,TA5608,A157,2024-01-11,7.42
TS40691,TA5608,A157,2024-01-12,5.71
TS40692,TA5608,A157,2024-01-15,7.55
TS40693,TA5608,A157,2024-01-16,6.05
TS40694,TA5608,A157,2024-01-17,6.37
TS40695,TA5608,A157,2024-01-18,6.09
TS40696,TA5608,A157,2024-01-19,5.3
TS40697,TA5608,A157,2024-01-22,3.47
TS40698,TA5609,A167,2023-12-27,5.83
TS40699,TA5609,A167,2023-12-28,4.74
TS40700,TA5609,A167,2023-12-29,7.24
TS40701,TA5609,A167,2024-01-01,4.22
TS40702,TA5609,A167,2024-01-02,7.84
TS40703,TA5609,A167,2024-01-03,5.76
TS40704,TA5609,A167,2024-01-04,7.99
TS40705,TA5609,A167,2024-01-05,7.97
TS40706,TA5609,A167,2024-01-08,7.11
TS40707,TA5609,A167,2024-01-09,4.08
TS40708,TA5609,A167,2024-01-10,5.35
TS40709,TA5609,A167,2024-01-11,5.47
TS40710,TA5609,A167,2024-01-12,5.82
TS40711,TA5609,A167,2024-01-15,5.27
TS40712,TA5609,A167,2024-01-16,5.44
TS40713,TA5609,A167,2024-01-17,0.81
TS40714,TA5610,A202,2023-12-30,4.99
TS40715,TA5610,A202,2024-01-01,6.5
TS40716,TA5610,A202,2024-01-02,6.25
TS40717,TA5610,A202,2024-01-03,4.91
TS40718,TA5610,A202,2024-01-04,5.28
TS40719,TA5610,A202,2024-01-05,7.02
TS40720,TA5610,A202,2024-01-08,6.74
TS40721,TA5610,A202,2024-01-09,7.57
TS40722,TA5610,A202,2024-01-10,6.91
TS40723,TA5610,A202,2024-01-11,7.41
TS40724,TA5610,A202,2024-01-12,4.87
TS40725,TA5610,A202,2024-01-15,5.78
TS40726,TA5610,A202,2024-01-16,5.11
TS40727,TA5610,A202,2024-01-17,5.92
TS40728,TA5610,A202,2024-01-18,4.98
TS40729,TA5610,A202,2024-01-19,3.44
TS40730,TA5611,A263,2023-12-29,4.84
TS40731,TA5611,A263,2024-01-01,6.27
TS40732,TA5611,A263,2024-01-02,4.76
TS40733,TA5611,A263,2024-01-03,6.29
TS40734,TA5611,A263,2024-01-04,5.23
TS40735,TA5611,A263,2024-01-05,5.71
TS40736,TA5611,A263,2024-01-08,6.08
TS40737,TA5611,A263,2024-01-09,4.45
TS40738,TA5611,A263,2024-01-10,5.51
TS40739,TA5611,A263,2024-01-11,4.63
TS40740,TA5611,A263,2024-01-12,6.59
TS40741,TA5611,A263,2024-01-15,6.36
TS40742,TA5611,A263,2024-01-16,4.27
TS40743,TA5611,A263,2024-01-17,4.41
TS40744,TA5611,A263,2024-01-18,0.89
TS40745,TA5612,A281,2023-12-29,0.21
TS40746,TA5613,A105,2024-01-04,6.98
TS40747,TA5613,A105,2024-01-05,4.58
TS40748,TA5614,A215,2024-01-01,7.09
TS40749,TA5614,A215,2024-01-02,6.73
TS40750,TA5614,A215,2024-01-03,0.88
TS40751,TA5615,A230,2024-01-07,4.4
TS40752,TA5615,A230,2024-01-08,6.34
TS40753,TA5615,A230,2024-01-09,3.42
TS40754,TA5616,A202,2024-02-21,4.37
TS40755,TA5616,A202,2024-02-22,2.84
TS40756,TA5617,A271,2024-01-20,6.24
TS40757,TA5617,A271,2024-01-22,3.62
TS40758,TA5618,A077,2024-02-14,5.13
TS40759,TA5618,A077,2024-02-15,4.29
TS40760,TA5618,A077,2024-02-16,6.81
TS40761,TA5618,A077,2024-02-19,6.42
TS40762,TA5618,A077,2024-02-20,6.94
TS40763,TA5618,A077,2024-02-21,4.7
TS40764,TA5618,A077,2024-02-22,3.27
TS40765,TA5619,A139,2024-02-12,4.71
TS40766,TA5619,A139,2024-02-13,6.03
TS40767,TA5619,A139,2024-02-14,4.29
TS40768,TA5619,A139,2024-02-15,4.17
TS40769,TA5619,A139,2024-02-16,4.95
TS40770,TA5620,A212,2024-01-28,4.19
TS40771,TA5620,A212,2024-01-29,7.23
TS40772,TA5620,A212,2024-01-30,5.89
TS40773,TA5620,A212,2024-01-31,6.47
TS40774,TA5620,A212,2024-02-01,7.81
TS40775,TA5620,A212,2024-02-02,5.8
TS40776,TA5620,A212,2024-02-05,6.5
TS40777,TA5620,A212,2024-02-06,6.27
TS40778,TA5620,A212,2024-02-07,4.76
TS40779,TA5620,A212,2024-02-08,4.09
TS40780,TA5620,A212,2024-02-09,2.21
TS40781,TA5621,A280,2024-02-14,6.49
TS40782,TA5621,A280,2024-02-15,7.94
TS40783,TA5621,A280,2024-02-16,4.87
TS40784,TA5622,A252,2024-02-14,6.57
TS40785,TA5622,A252,2024-02-15,5.51
TS40786,TA5622,A252,2024-02-16,4.17
TS40787,TA5622,A252,2024-02-19,6.41
TS40788,TA5622,A252,2024-02-20,2.38
TS40789,TA5623,A087,2023-10-30,5.57
TS40790,TA5623,A087,2023-10-31,2.19
TS40791,TA5624,A211,2023-11-09,6.89
TS40792,TA5624,A211,2023-11-10,1.54
TS40793,TA5625,A240,2023-11-08,6.76
TS40794,TA5625,A240,2023-11-09,4.57
TS40795,TA5625,A240,2023-11-10,0.35
TS40796,TA5626,A094,2023-11-22,6.25
TS40797,TA5626,A094,2023-11-23,5.07
TS40798,TA5626,A094,2023-11-24,7.24
TS40799,TA5626,A094,2023-11-27,5.21
TS40800,TA5626,A094,2023-11-28,0.05
TS40801,TA5627,A182,2023-11-27,3.24
TS40802,TA5628,A162,2023-11-27,4.26
TS40803,TA5628,A162,2023-11-28,6.11
TS40804,TA5628,A162,2023-11-29,5.68
TS40805,TA5628,A162,2023-11-30,5.83
TS40806,TA5628,A162,2023-12-01,5.35
TS40807,TA5628,A162,2023-12-04,6.94
TS40808,TA5628,A162,2023-12-05,3.19
TS40809,TA5629,A212,2023-11-27,7.19
TS40810,TA5629,A212,2023-11-28,5.22
TS40811,TA5629,A212,2023-11-29,1.58
TS40812,TA5630,A208,2023-11-27,5.43
TS40813,TA5630,A208,2023-11-28,4.66
TS40814,TA5630,A208,2023-11-29,7.53
TS40815,TA5630,A208,2023-11-30,6.14
TS40816,TA5630,A208,2023-12-01,5.23
TS40817,TA5630,A208,2023-12-04,6.95
TS40818,TA5630,A208,2023-12-05,4.48
TS40819,TA5630,A208,2023-12-06,7.13
TS40820,TA5630,A208,2023-12-07,1.66
TS40821,TA5631,A244,2023-11-28,5.29
TS40822,TA5631,A244,2023-11-29,4.65
TS40823,TA5631,A244,2023-11-30,7.31
TS40824,TA5631,A244,2023-12-01,7.05
TS40825,TA5631,A244,2023-12-04,3.65
TS40826,TA5632,A092,2023-12-02,4.89
TS40827,TA5632,A092,2023-12-04,5.03
TS40828,TA5632,A092,2023-12-05,5.47
TS40829,TA5633,A215,2024-01-10,6.19
TS40830,TA5633,A215,2024-01-11,7.76
TS40831,TA5633,A215,2024-01-12,1.01
TS40832,TA5634,A299,2023-12-15,5.61
TS40833,TA5634,A299,2023-12-18,5.38
TS40834,TA5634,A299,2023-12-19,1.29
TS40835,TA5635,A216,2023-12-09,5.17
TS40836,TA5635,A216,2023-12-11,2.33
TS40837,TA5636,A224,2023-11-26,4.01
TS40838,TA5636,A224,2023-11-27,5.11
TS40839,TA5636,A224,2023-11-28,4.48
TS40840,TA5637,A110,2023-12-19,5.14
TS40841,TA5637,A110,2023-12-20,7.61
TS40842,TA5637,A110,2023-12-21,7.64
TS40843,TA5637,A110,2023-12-22,6.23
TS40844,TA5637,A110,2023-12-25,5.04
TS40845,TA5637,A110,2023-12-26,7.34
TS40846,TA5637,A110,2023-12-27,5.0
TS40847,TA5637,A110,2023-12-28,4.63
TS40848,TA5637,A110,2023-12-29,4.31
TS40849,TA5638,A210,2023-12-04,5.34
TS40850,TA5638,A210,2023-12-05,7.53
TS40851,TA5638,A210,2023-12-06,5.62
TS40852,TA5638,A210,2023-12-07,5.37
TS40853,TA5638,A210,2023-12-08,7.93
TS40854,TA5638,A210,2023-12-11,5.91
TS40855,TA5638,A210,2023-12-12,5.54
TS40856,TA5638,A210,2023-12-13,4.35
TS40857,TA5639,A204,2023-12-04,5.38
TS40858,TA5640,A256,2023-12-04,6.52
TS40859,TA5640,A256,2023-12-05,7.67
TS40860,TA5640,A256,2023-12-06,5.24
TS40861,TA5640,A256,2023-12-07,6.86
TS40862,TA5640,A256,2023-12-08,4.07
TS40863,TA5641,A067,2023-12-12,7.43
TS40864,TA5641,A067,2023-12-13,5.2
TS40865,TA5641,A067,2023-12-14,5.2
TS40866,TA5641,A067,2023-12-15,4.89
TS40867,TA5642,A074,2023-12-12,5.69
TS40868,TA5642,A074,2023-12-13,4.21
TS40869,TA5642,A074,2023-12-14,7.43
TS40870,TA5642,A074,2023-12-15,4.61
TS40871,TA5642,A074,2023-12-18,1.56
TS40872,TA5643,A167,2023-12-07,7.81
TS40873,TA5643,A167,2023-12-08,7.2
TS40874,TA5643,A167,2023-12-11,7.69
TS40875,TA5643,A167,2023-12-12,2.29
TS40876,TA5644,A208,2023-12-08,5.53
TS40877,TA5644,A208,2023-12-11,7.83
TS40878,TA5644,A208,2023-12-12,4.94
TS40879,TA5644,A208,2023-12-13,7.15
TS40880,TA5644,A208,2023-12-14,4.37
TS40881,TA5645,A280,2023-12-03,7.37
TS40882,TA5645,A280,2023-12-04,6.94
TS40883,TA5645,A280,2023-12-05,4.52
TS40884,TA5645,A280,2023-12-06,7.53
TS40885,TA5645,A280,2023-12-07,5.53
TS40886,TA5645,A280,2023-12-08,7.78
TS40887,TA5645,A280,2023-12-11,6.26
TS40888,TA5645,A280,2023-12-12,7.76
TS40889,TA5645,A280,2023-12-13,4.07
TS40890,TA5645,A280,2023-12-14,4.63
TS40891,TA5645,A280,2023-12-15,4.56
TS40892,TA5646,A218,2023-11-26,7.05
TS40893,TA5646,A218,2023-11-27,6.65
TS40894,TA5646,A218,2023-11-28,3.96
TS40895,TA5647,A235,2023-11-22,6.14
TS40896,TA5647,A235,2023-11-23,7.11
TS40897,TA5647,A235,2023-11-24,1.64
TS40898,TA5648,A205,2023-12-08,7.09
TS40899,TA5649,A300,2023-12-10,5.37
TS40900,TA5649,A300,2023-12-11,3.91
TS40901,TA5650,A025,2023-12-17,5.12
TS40902,TA5650,A025,2023-12-18,7.65
TS40903,TA5650,A025,2023-12-19,7.57
TS40904,TA5650,A025,2023-12-20,6.67
TS40905,TA5650,A025,2023-12-21,6.04
TS40906,TA5650,A025,2023-12-22,6.25
TS40907,TA5650,A025,2023-12-25,5.35
TS40908,TA5650,A025,2023-12-26,5.89
TS40909,TA5651,A019,2023-12-17,7.29
TS40910,TA5651,A019,2023-12-18,6.73
TS40911,TA5651,A019,2023-12-19,1.17
TS40912,TA5652,A035,2023-12-17,7.64
TS40913,TA5652,A035,2023-12-18,5.22
TS40914,TA5652,A035,2023-12-19,4.12
TS40915,TA5652,A035,2023-12-20,5.84
TS40916,TA5652,A035,2023-12-21,7.0
TS40917,TA5652,A035,2023-12-22,5.54
TS40918,TA5653,A060,2023-12-01,5.19
TS40919,TA5653,A060,2023-12-04,5.81
TS40920,TA5653,A060,2023-12-05,5.13
TS40921,TA5653,A060,2023-12-06,6.53
TS40922,TA5653,A060,2023-12-07,7.66
TS40923,TA5653,A060,2023-12-08,5.11
TS40924,TA5653,A060,2023-12-11,6.69
TS40925,TA5653,A060,2023-12-12,3.13
TS40926,TA5654,A049,2023-12-01,4.27
TS40927,TA5654,A049,2023-12-04,6.38
TS40928,TA5654,A049,2023-12-05,4.24
TS40929,TA5654,A049,2023-12-06,7.17
TS40930,TA5654,A049,2023-12-07,2.32
TS40931,TA5655,A079,2023-12-13,7.54
TS40932,TA5655,A079,2023-12-14,4.14
TS40933,TA5655,A079,2023-12-15,7.31
TS40934,TA5655,A079,2023-12-18,7.71
TS40935,TA5655,A079,2023-12-19,3.48
TS40936,TA5656,A097,2023-12-13,6.33
TS40937,TA5656,A097,2023-12-14,5.36
TS40938,TA5656,A097,2023-12-15,7.12
TS40939,TA5656,A097,2023-12-18,4.32
TS40940,TA5656,A097,2023-12-19,6.47
TS40941,TA5656,A097,2023-12-20,6.02
TS40942,TA5656,A097,2023-12-21,5.21
TS40943,TA5656,A097,2023-12-22,6.05
TS40944,TA5656,A097,2023-12-25,6.75
TS40945,TA5656,A097,2023-12-26,7.96
TS40946,TA5656,A097,2023-12-27,5.95
TS40947,TA5656,A097,2023-12-28,5.91
TS40948,TA5656,A097,2023-12-29,6.07
TS40949,TA5656,A097,2024-01-01,4.32
TS40950,TA5657,A120,2023-12-13,6.91
TS40951,TA5657,A120,2023-12-14,5.48
TS40952,TA5657,A120,2023-12-15,5.25
TS40953,TA5657,A120,2023-12-18,4.44
TS40954,TA5657,A120,2023-12-19,4.14
TS40955,TA5657,A120,2023-12-20,5.73
TS40956,TA5657,A120,2023-12-21,6.09
TS40957,TA5657,A120,2023-12-22,6.07
TS40958,TA5657,A120,2023-12-25,3.19
TS40959,TA5658,A117,2023-12-13,6.26
TS40960,TA5658,A117,2023-12-14,4.01
TS40961,TA5658,A117,2023-12-15,6.52
TS40962,TA5658,A117,2023-12-18,3.82
TS40963,TA5659,A132,2023-12-04,7.94
TS40964,TA5659,A132,2023-12-05,7.34
TS40965,TA5659,A132,2023-12-06,7.65
TS40966,TA5659,A132,2023-12-07,5.96
TS40967,TA5659,A132,2023-12-08,4.06
TS40968,TA5659,A132,2023-12-11,6.96
TS40969,TA5659,A132,2023-12-12,7.32
TS40970,TA5659,A132,2023-12-13,4.41
TS40971,TA5659,A132,2023-12-14,5.92
TS40972,TA5659,A132,2023-12-15,7.75
TS40973,TA5659,A132,2023-12-18,6.03
TS40974,TA5659,A132,2023-12-19,3.93
TS40975,TA5660,A164,2023-12-07,6.67
TS40976,TA5660,A164,2023-12-08,7.35
TS40977,TA5660,A164,2023-12-11,5.74
TS40978,TA5660,A164,2023-12-12,0.94
TS40979,TA5661,A181,2023-12-07,7.82
TS40980,TA5661,A181,2023-12-08,4.63
TS40981,TA5661,A181,2023-12-11,6.97
TS40982,TA5661,A181,2023-12-12,7.96
TS40983,TA5661,A181,2023-12-13,6.85
TS40984,TA5661,A181,2023-12-14,2.13
TS40985,TA5662,A193,2023-12-07,6.07
TS40986,TA5662,A193,2023-12-08,6.08
TS40987,TA5662,A193,2023-12-11,4.18
TS40988,TA5662,A193,2023-12-12,4.16
TS40989,TA5662,A193,2023-12-13,6.57
TS40990,TA5662,A193,2023-12-14,7.42
TS40991,TA5662,A193,2023-12-15,7.46
TS40992,TA5662,A193,2023-12-18,5.72
TS40993,TA5662,A193,2023-12-19,5.23
TS40994,TA5662,A193,2023-12-20,4.56
TS40995,TA5662,A193,2023-12-21,5.73
TS40996,TA5662,A193,2023-12-22,4.56
TS40997,TA5662,A193,2023-12-25,4.03
TS40998,TA5662,A193,2023-12-26,6.0
TS40999,TA5662,A193,2023-12-27,6.43
TS41000,TA5662,A193,2023-12-28,6.37
TS41001,TA5662,A193,2023-12-29,6.06
TS41002,TA5662,A193,2024-01-01,4.92
TS41003,TA5662,A193,2024-01-02,4.09
TS41004,TA5662,A193,2024-01-03,5.14
TS41005,TA5662,A193,2024-01-04,4.07
TS41006,TA5662,A193,2024-01-05,4.73
TS41007,TA5662,A193,2024-01-08,4.3
TS41008,TA5663,A216,2023-12-10,5.84
TS41009,TA5663,A216,2023-12-11,4.31
TS41010,TA5664,A210,2023-12-10,6.87
TS41011,TA5664,A210,2023-12-11,4.78
TS41012,TA5664,A210,2023-12-12,4.78
TS41013,TA5664,A210,2023-12-13,5.39
TS41014,TA5664,A210,2023-12-14,5.57
TS41015,TA5664,A210,2023-12-15,4.13
TS41016,TA5664,A210,2023-12-18,4.23
TS41017,TA5664,A210,2023-12-19,5.33
TS41018,TA5664,A210,2023-12-20,6.87
TS41019,TA5664,A210,2023-12-21,4.42
TS41020,TA5664,A210,2023-12-22,5.6
TS41021,TA5664,A210,2023-12-25,6.02
TS41022,TA5664,A210,2023-12-26,5.2
TS41023,TA5664,A210,2023-12-27,4.23
TS41024,TA5665,A207,2023-12-10,4.91
TS41025,TA5665,A207,2023-12-11,5.57
TS41026,TA5665,A207,2023-12-12,4.64
TS41027,TA5665,A207,2023-12-13,4.51
TS41028,TA5665,A207,2023-12-14,4.36
TS41029,TA5665,A207,2023-12-15,3.47
TS41030,TA5666,A296,2023-12-15,7.1
TS41031,TA5666,A296,2023-12-18,5.25
TS41032,TA5666,A296,2023-12-19,7.02
TS41033,TA5666,A296,2023-12-20,7.74
TS41034,TA5666,A296,2023-12-21,5.16
TS41035,TA5666,A296,2023-12-22,6.02
TS41036,TA5666,A296,2023-12-25,5.03
TS41037,TA5666,A296,2023-12-26,7.59
TS41038,TA5666,A296,2023-12-27,5.08
TS41039,TA5666,A296,2023-12-28,6.24
TS41040,TA5666,A296,2023-12-29,5.91
TS41041,TA5666,A296,2024-01-01,4.72
TS41042,TA5666,A296,2024-01-02,4.98
TS41043,TA5667,A076,2023-11-25,6.1
TS41044,TA5667,A076,2023-11-27,5.88
TS41045,TA5667,A076,2023-11-28,2.9
TS41046,TA5668,A211,2023-11-21,4.45
TS41047,TA5668,A211,2023-11-22,7.13
TS41048,TA5668,A211,2023-11-23,4.43
TS41049,TA5669,A235,2023-11-20,7.01
TS41050,TA5669,A235,2023-11-21,5.87
TS41051,TA5669,A235,2023-11-22,5.15
TS41052,TA5670,A028,2023-11-27,5.78
TS41053,TA5670,A028,2023-11-28,5.68
TS41054,TA5670,A028,2023-11-29,4.1
TS41055,TA5671,A035,2023-11-27,6.74
TS41056,TA5671,A035,2023-11-28,5.4
TS41057,TA5671,A035,2023-11-29,7.56
TS41058,TA5671,A035,2023-11-30,5.37
TS41059,TA5671,A035,2023-12-01,7.56
TS41060,TA5671,A035,2023-12-04,4.15
TS41061,TA5671,A035,2023-12-05,6.39
TS41062,TA5671,A035,2023-12-06,3.72
TS41063,TA5672,A058,2023-11-28,6.61
TS41064,TA5672,A058,2023-11-29,4.13
TS41065,TA5672,A058,2023-11-30,6.82
TS41066,TA5672,A058,2023-12-01,4.86
TS41067,TA5672,A058,2023-12-04,4.73
TS41068,TA5673,A054,2023-11-28,4.44
TS41069,TA5673,A054,2023-11-29,5.92
TS41070,TA5673,A054,2023-11-30,7.65
TS41071,TA5673,A054,2023-12-01,6.25
TS41072,TA5673,A054,2023-12-04,7.17
TS41073,TA5673,A054,2023-12-05,7.54
TS41074,TA5673,A054,2023-12-06,5.44
TS41075,TA5673,A054,2023-12-07,7.63
TS41076,TA5673,A054,2023-12-08,6.05
TS41077,TA5673,A054,2023-12-11,4.98
TS41078,TA5673,A054,2023-12-12,6.95
TS41079,TA5673,A054,2023-12-13,6.73
TS41080,TA5673,A054,2023-12-14,7.73
TS41081,TA5673,A054,2023-12-15,7.99
TS41082,TA5673,A054,2023-12-18,6.96
TS41083,TA5673,A054,2023-12-19,4.76
TS41084,TA5673,A054,2023-12-20,7.03
TS41085,TA5673,A054,2023-12-21,6.27
TS41086,TA5673,A054,2023-12-22,4.26
TS41087,TA5673,A054,2023-12-25,5.87
TS41088,TA5673,A054,2023-12-26,3.19
TS41089,TA5674,A078,2023-11-25,7.56
TS41090,TA5674,A078,2023-11-27,5.01
TS41091,TA5674,A078,2023-11-28,6.51
TS41092,TA5674,A078,2023-11-29,5.22
TS41093,TA5674,A078,2023-11-30,6.94
TS41094,TA5674,A078,2023-12-01,6.77
TS41095,TA5674,A078,2023-12-04,6.19
TS41096,TA5674,A078,2023-12-05,5.55
TS41097,TA5674,A078,2023-12-06,2.4
TS41098,TA5675,A106,2023-11-25,7.38
TS41099,TA5675,A106,2023-11-27,4.52
TS41100,TA5675,A106,2023-11-28,6.94
TS41101,TA5675,A106,2023-11-29,7.51
TS41102,TA5675,A106,2023-11-30,7.46
TS41103,TA5675,A106,2023-12-01,4.37
TS41104,TA5675,A106,2023-12-04,5.51
TS41105,TA5675,A106,2023-12-05,7.32
TS41106,TA5675,A106,2023-12-06,7.21
TS41107,TA5675,A106,2023-12-07,5.72
TS41108,TA5675,A106,2023-12-08,5.08
TS41109,TA5675,A106,2023-12-11,2.77
TS41110,TA5676,A077,2023-11-25,6.27
TS41111,TA5676,A077,2023-11-27,7.29
TS41112,TA5676,A077,2023-11-28,4.16
TS41113,TA5676,A077,2023-11-29,4.94
TS41114,TA5676,A077,2023-11-30,7.08
TS41115,TA5676,A077,2023-12-01,6.29
TS41116,TA5676,A077,2023-12-04,6.82
TS41117,TA5676,A077,2023-12-05,5.86
TS41118,TA5676,A077,2023-12-06,6.61
TS41119,TA5676,A077,2023-12-07,3.95
TS41120,TA5677,A131,2023-11-25,7.05
TS41121,TA5677,A131,2023-11-27,5.42
TS41122,TA5677,A131,2023-11-28,7.73
TS41123,TA5677,A131,2023-11-29,5.7
TS41124,TA5677,A131,2023-11-30,4.06
TS41125,TA5677,A131,2023-12-01,6.46
TS41126,TA5677,A131,2023-12-04,6.49
TS41127,TA5677,A131,2023-12-05,5.1
TS41128,TA5677,A131,2023-12-06,4.95
TS41129,TA5677,A131,2023-12-07,6.68
TS41130,TA5677,A131,2023-12-08,5.07
TS41131,TA5677,A131,2023-12-11,8.0
TS41132,TA5677,A131,2023-12-12,4.67
TS41133,TA5677,A131,2023-12-13,1.69
TS41134,TA5678,A167,2023-11-28,6.39
TS41135,TA5678,A167,2023-11-29,7.69
TS41136,TA5678,A167,2023-11-30,5.79
TS41137,TA5678,A167,2023-12-01,4.23
TS41138,TA5678,A167,2023-12-04,7.17
TS41139,TA5678,A167,2023-12-05,7.18
TS41140,TA5678,A167,2023-12-06,7.56
TS41141,TA5678,A167,2023-12-07,5.7
TS41142,TA5678,A167,2023-12-08,6.14
TS41143,TA5678,A167,2023-12-11,6.15
TS41144,TA5678,A167,2023-12-12,4.91
TS41145,TA5678,A167,2023-12-13,6.03
TS41146,TA5678,A167,2023-12-14,7.88
TS41147,TA5678,A167,2023-12-15,5.14
TS41148,TA5678,A167,2023-12-18,6.75
